Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
SP1;20.03.2005;Ath Bilbao;Levante;3;1;H;1;0;H;sty.66;03.kwi;04.maj;01.cze;03.maj;maj.25;sty.67;03.kwi;maj.35;01.cze;03.mar;04.sie;sty.67;mar.25;04.maj;sty.67;03.kwi;04.sie;sty.66;03.kwi;kwi.33;sty.79;01.wrz;01.wrz;01.wrz;01.wrz;01.wrz;-0.75;sty.96;sty.88;-0.75;sty.95;sty.95;-0.75
SP1;20.03.2005;Mallorca;Sevilla;0;1;A;0;1;A;02.mar;03.lut;02.lip;02.kwi;03.lut;02.lip;lut.45;03.lut;02.sie;02.kwi;3;02.cze;lut.38;03.lut;02.cze;lut.38;03.lut;02.lip;lut.37;03.sty;lut.62;sty.85;sty.85;2;01.sie;01.sie;2;0;sty.78;02.cze;0;1.775;2.125;0
SP1;20.03.2005;Numancia;Santander;2;3;A;2;2;D;lut.25;mar.25;lut.75;02.mar;03.lut;02.sie;lut.35;03.lut;lut.95;02.mar;3;02.lip;lut.25;03.lut;lut.75;02.mar;mar.25;02.sie;02.mar;03.sty;lut.75;2;sty.71;02.lut;sty.65;02.maj;sty.77;-0.25;02.kwi;01.sie;-0.25;02.maj;sty.85;-0.25
SP1;20.03.2005;Real Madrid;Malaga;1;0;H;0;0;D;sty.33;kwi.33;07.maj;sty.35;kwi.25;8;01.kwi;kwi.25;lip.75;01.mar;04.lut;8;01.kwi;mar.75;7;sty.36;04.maj;7;01.mar;kwi.33;8;sty.71;2;01.lip;02.sty;sty.95;sty.85;-1.25;sty.98;sty.86;-1.25;2;01.wrz;-1.25
SP1;20.03.2005;Valencia;Getafe;3;1;H;2;0;H;sty.44;mar.75;06.maj;sty.35;kwi.25;8;01.maj;mar.75;7;sty.45;03.cze;05.sie;sty.44;03.cze;06.maj;sty.44;4;06.maj;sty.44;03.cze;06.maj;01.wrz;sty.79;2;01.sie;sty.85;sty.95;-1;sty.92;sty.92;-1;1.925;1.975;-1
SP1;20.03.2005;Zaragoza;Ath Madrid;0;0;D;0;0;D;02.sty;mar.25;3;lut.15;mar.25;03.maj;lut.15;03.lut;mar.33;02.sty;02.wrz;03.lut;02.sty;03.lut;3;02.sty;03.lut;03.lut;sty.95;mar.25;03.mar;02.maj;sty.65;02.sty;01.lip;sty.85;sty.95;-0.25;01.wrz;sty.94;-0.25;01.wrz;2;-0.25
SP1;02.04.2005;Sociedad;Osasuna;2;0;H;2;0;H;sty.72;mar.25;kwi.33;01.sie;mar.35;4;sty.85;03.lut;kwi.25;01.sie;03.lut;03.lip;sty.73;03.lut;kwi.33;01.sie;mar.25;04.lut;01.lip;03.mar;kwi.33;sty.85;sty.85;02.maj;sty.75;sty.85;sty.83;-0.5;01.wrz;sty.94;-0.5;01.wrz;2;-0.5
SP1;02.04.2005;Villarreal;Ath Bilbao;3;1;H;2;1;H;sty.72;03.maj;4;01.lip;03.kwi;kwi.55;01.sie;03.kwi;kwi.33;sty.75;03.sty;04.lut;sty.73;03.lut;kwi.33;01.sie;03.kwi;4;01.lip;03.mar;kwi.33;sty.95;sty.75;02.lut;sty.65;01.sie;01.wrz;-0.5;sty.88;sty.96;-0.5;sty.85;02.maj;-0.5
SP1;02.04.2005;Zaragoza;Valencia;2;2;D;1;0;H;lut.62;03.lut;lut.37;lut.45;mar.25;02.cze;lut.45;mar.25;lut.75;02.mar;3;02.lip;02.maj;lut.88;lut.62;02.maj;03.lut;02.cze;02.mar;03.lut;lut.62;2;sty.71;02.lut;sty.65;01.wrz;01.wrz;0;2;sty.84;0;2.025;1.875;0
SP1;03.04.2005;Albacete;Real Madrid;1;2;A;1;2;A;5;03.cze;sty.66;04.maj;03.kwi;01.lip;5;03.kwi;sty.67;04.kwi;03.mar;sty.65;04.maj;mar.25;sty.67;kwi.75;03.maj;01.lip;04.sie;03.kwi;01.cze;sty.85;sty.85;2;01.sie;sty.95;sty.85;0.75;sty.96;sty.88;0.75;2;01.wrz;0.75
SP1;03.04.2005;Ath Madrid;Mallorca;4;0;H;1;0;H;01.maj;mar.75;05.maj;sty.45;03.lip;7;01.maj;mar.75;06.maj;sty.45;03.sie;05.kwi;01.kwi;mar.75;7;01.maj;mar.75;6;01.kwi;03.cze;07.maj;01.wrz;sty.79;01.wrz;01.wrz;01.wrz;01.wrz;-1;sty.92;sty.92;-1;sty.95;sty.95;-1
SP1;03.04.2005;Barcelona;Betis;3;3;D;1;2;A;sty.44;4;05.maj;01.kwi;4;lip.25;sty.45;4;7;sty.45;03.sie;05.kwi;sty.44;03.cze;06.maj;sty.44;mar.75;7;sty.44;03.cze;06.maj;sty.71;2;01.sie;2;02.maj;sty.75;-1.25;sty.86;sty.98;-1;2.175;1.725;-1.25
SP1;03.04.2005;Levante;La Coruna;0;1;A;0;1;A;lut.62;03.lut;lut.37;lut.85;mar.25;lut.25;lut.65;mar.15;lut.55;02.lip;02.wrz;02.kwi;02.cze;03.lut;lut.38;02.lip;03.lut;02.kwi;lut.62;03.sty;lut.37;02.maj;sty.65;02.lut;sty.65;2;01.sie;0;02.lut;sty.82;0;02.maj;sty.85;0
SP1;03.04.2005;Malaga;Getafe;1;1;D;1;1;D;sty.83;03.mar;mar.75;sty.75;mar.35;04.mar;sty.83;03.mar;04.mar;01.sie;02.wrz;04.lut;sty.73;03.lut;kwi.33;sty.85;mar.25;4;01.sie;mar.25;03.sie;02.maj;sty.65;02.lut;sty.65;sty.83;sty.87;-0.5;sty.84;2;-0.5;sty.85;02.maj;-0.5
SP1;03.04.2005;Santander;Espanol;1;3;A;1;2;A;lut.25;mar.25;lut.75;2;03.mar;mar.35;02.lut;mar.25;mar.15;02.lut;3;02.wrz;02.lut;03.lut;02.sie;lut.25;03.sty;3;lut.15;03.sty;3;01.wrz;sty.79;02.maj;sty.75;01.wrz;01.wrz;-0.25;sty.96;sty.88;-0.25;2;01.wrz;-0.25
SP1;03.04.2005;Sevilla;Numancia;1;0;H;0;0;D;sty.44;4;05.maj;sty.45;03.lip;7;sty.45;4;7;01.kwi;03.wrz;6;sty.44;03.cze;06.maj;sty.44;4;06.maj;01.kwi;mar.75;7;sty.85;sty.85;01.sie;2;2;01.sie;-1.25;02.cze;sty.78;-1.25;02.sty;01.sie;-1.25
SP1;09.04.2005;Ath Bilbao;Sociedad;3;0;H;1;0;H;sty.83;03.mar;kwi.33;01.sie;mar.35;4;sty.83;03.mar;04.lut;01.wrz;03.sty;03.maj;01.sie;03.lut;4;01.sie;mar.25;kwi.33;01.sie;03.sty;4;sty.85;sty.85;sty.95;sty.85;sty.83;sty.85;-0.5;sty.74;02.sty;-0.5;1.825;2.075;-0.5
SP1;09.04.2005;Numancia;Ath Madrid;1;0;H;0;0;D;02.sie;mar.25;02.lut;3;03.mar;lut.15;3;03.lut;lut.25;02.wrz;3;02.lut;02.sie;03.lut;02.lut;3;03.lut;02.lut;lut.87;03.sty;02.lut;02.maj;sty.65;lut.25;sty.61;sty.95;sty.85;0.25;sty.98;sty.86;0.25;2;01.wrz;0.25
SP1;10.04.2005;Betis;Levante;2;2;D;2;1;H;01.maj;03.maj;6;01.maj;03.cze;06.mar;01.maj;mar.75;06.maj;sty.55;03.kwi;5;sty.44;03.cze;06.maj;sty.53;mar.75;05.maj;sty.44;03.cze;06.maj;sty.85;sty.85;01.wrz;01.wrz;01.sie;2;-1;sty.84;2;-1;sty.85;02.maj;-1
SP1;10.04.2005;Espanol;Sevilla;1;3;A;0;2;A;02.sty;mar.25;3;2;03.mar;mar.35;02.sty;03.mar;mar.25;2;03.sty;03.lut;2;03.lut;03.lut;02.maj;03.lut;03.mar;sty.95;03.sty;03.maj;02.maj;sty.65;02.lut;sty.65;01.sie;2;-0.25;sty.82;02.lut;-0.25;sty.85;02.maj;-0.25
SP1;10.04.2005;Getafe;Albacete;1;0;H;0;0;D;sty.72;mar.25;kwi.33;01.sie;mar.35;4;sty.75;03.mar;04.lip;01.lip;03.sty;04.kwi;sty.62;mar.25;5;01.sie;mar.25;04.lut;sty.66;03.mar;04.maj;2;sty.71;lut.15;sty.65;sty.75;sty.94;-0.5;sty.86;sty.98;-0.5;1.875;2.025;-0.5
SP1;10.04.2005;La Coruna;Villarreal;1;1;D;0;0;D;2;mar.25;mar.25;sty.95;03.mar;03.maj;2;mar.25;mar.55;2;03.sty;03.lut;sty.91;03.lut;03.maj;02.maj;03.lut;03.mar;sty.95;mar.25;03.mar;02.maj;sty.65;lut.25;sty.61;01.sie;2;-0.25;sty.76;02.sie;-0.25;sty.85;02.maj;-0.25
SP1;10.04.2005;Mallorca;Zaragoza;0;2;A;0;0;D;lut.37;03.lut;lut.62;lut.35;03.lut;lut.75;02.kwi;mar.25;lut.75;02.mar;03.sty;02.cze;lut.38;03.lut;02.cze;02.mar;03.lut;02.sie;02.kwi;mar.25;02.maj;sty.95;sty.75;02.sty;01.lip;02.maj;sty.75;-0.25;02.cze;sty.78;-0.25;02.sty;01.sie;-0.25
SP1;10.04.2005;Osasuna;Santander;1;0;H;0;0;D;02.sty;mar.25;3;02.sty;03.lut;03.lut;2;mar.25;03.maj;01.sie;03.lut;03.lip;02.sty;03.lut;3;02.maj;03.lut;03.mar;02.sty;3;03.lut;sty.95;sty.75;02.sty;01.lip;sty.75;02.maj;-0.25;02.lut;sty.82;-0.5;1.725;2.175;-0.25
SP1;10.04.2005;Real Madrid;Barcelona;4;2;H;3;1;H;02.mar;mar.25;3;02.mar;03.lut;lut.85;lut.35;03.mar;lut.85;02.mar;3;02.lip;02.lut;03.lut;02.sie;lut.38;03.mar;02.sie;lut.25;3;02.wrz;01.wrz;sty.79;02.maj;sty.75;2;01.sie;-0.25;sty.98;sty.86;-0.25;2.075;1.825;-0.25
SP1;10.04.2005;Valencia;Malaga;2;2;D;2;1;H;sty.44;mar.75;06.maj;sty.45;mar.75;7;sty.45;mar.85;lip.25;01.kwi;03.lip;06.maj;01.maj;03.kwi;6;sty.44;4;06.maj;01.kwi;mar.75;7;01.wrz;sty.79;sty.95;sty.85;sty.75;2;-1;02.kwi;01.sie;-1.25;02.sty;01.sie;-1.25
SP1;16.04.2005;Ath Madrid;Espanol;0;0;D;0;0;D;sty.83;03.mar;kwi.33;sty.95;03.mar;03.maj;sty.85;03.mar;4;sty.85;3;03.sie;sty.73;03.lut;kwi.33;sty.85;03.kwi;4;01.sie;03.sty;4;sty.95;sty.75;02.lut;sty.65;sty.85;sty.81;-0.5;sty.84;2;-0.5;1.875;2.025;-0.5
SP1;16.04.2005;Sevilla;Osasuna;0;1;A;0;1;A;sty.44;mar.75;06.maj;01.maj;03.cze;06.kwi;sty.45;mar.75;07.mar;01.kwi;03.lip;06.maj;sty.44;03.cze;06.maj;sty.44;mar.75;7;sty.44;03.cze;06.maj;sty.79;01.wrz;01.wrz;01.wrz;sty.85;sty.95;-1;sty.86;sty.98;-1;1.925;1.975;-1
SP1;16.04.2005;Sociedad;La Coruna;1;0;H;1;0;H;lut.37;03.lut;lut.62;02.mar;03.lut;02.sie;02.kwi;03.lut;lut.75;02.kwi;3;02.cze;02.kwi;03.sty;02.cze;02.kwi;03.lut;02.lip;02.mar;03.lut;lut.62;02.maj;sty.65;02.lut;sty.65;02.sie;sty.72;-0.25;02.cze;sty.78;-0.25;2.125;1.775;-0.25
SP1;17.04.2005;Albacete;Malaga;1;2;A;0;0;D;lut.37;03.lut;lut.62;02.mar;03.lut;02.sie;02.mar;03.lut;02.wrz;02.mar;3;02.lip;02.kwi;mar.25;02.maj;lut.38;03.lut;lut.75;lut.25;03.lut;lut.75;02.maj;sty.65;02.lut;sty.65;01.wrz;01.wrz;-0.25;sty.98;sty.86;-0.25;2;01.wrz;-0.25
SP1;17.04.2005;Barcelona;Getafe;2;0;H;1;0;H;sty.28;5;10;01.lut;6;10;sty.25;5;11;sty.25;04.maj;9;sty.25;04.maj;10;sty.25;maj.25;11;sty.25;5;8;sty.65;02.maj;01.sie;2;sty.95;sty.85;-1.5;02.lut;sty.82;-1.5;2.025;1.875;-1.5
SP1;17.04.2005;Levante;Real Madrid;0;2;A;0;1;A;6;03.kwi;sty.61;maj.25;03.maj;01.cze;05.kwi;03.maj;01.cze;04.kwi;03.sty;01.lip;5;mar.25;sty.62;maj.25;mar.75;sty.62;04.sie;03.kwi;01.cze;sty.75;sty.95;01.wrz;01.wrz;sty.85;sty.95;1;sty.88;sty.96;1;01.wrz;2;1
SP1;17.04.2005;Mallorca;Valencia;0;0;D;0;0;D;03.maj;mar.25;01.wrz;mar.35;03.mar;2;03.maj;03.mar;2;03.mar;3;2;03.kwi;mar.25;sty.91;03.kwi;mar.25;2;03.lut;03.lut;2;sty.85;sty.85;01.wrz;01.wrz;01.lip;2;0.5;01.wrz;sty.94;0.5;1.875;2.025;0.5
SP1;17.04.2005;Santander;Ath Bilbao;0;2;A;0;0;D;lut.37;03.lut;lut.62;02.mar;03.lut;02.sie;02.mar;mar.25;lut.85;02.mar;3;02.lip;lut.38;03.lut;02.cze;02.mar;03.lut;lut.88;02.lut;03.sty;lut.87;sty.85;sty.85;01.wrz;01.wrz;02.lut;sty.78;-0.25;02.kwi;01.sie;-0.25;02.sty;01.sie;-0.25
SP1;17.04.2005;Villarreal;Betis;0;0;D;0;0;D;01.wrz;mar.25;03.maj;sty.95;03.mar;03.maj;sty.91;03.mar;03.sie;01.wrz;03.sty;03.maj;sty.91;03.lut;03.maj;sty.91;mar.25;mar.75;sty.83;03.lut;mar.75;sty.71;2;01.sie;2;sty.91;sty.77;-0.5;sty.94;01.wrz;-0.5;2;01.wrz;-0.5
SP1;17.04.2005;Zaragoza;Numancia;4;1;H;0;0;D;01.maj;03.maj;6;sty.45;03.lip;7;sty.51;03.cze;06.maj;01.maj;03.maj;05.kwi;sty.53;03.maj;05.maj;01.maj;03.cze;06.maj;sty.44;mar.75;6;01.wrz;sty.79;2;01.sie;02.lut;sty.78;-1;02.sty;sty.74;-1;2.125;1.775;-1
SP1;23.04.2005;Osasuna;Ath Madrid;1;0;H;1;0;H;02.kwi;03.lut;02.cze;lut.65;mar.25;02.kwi;02.kwi;03.lut;02.sie;02.lut;3;02.wrz;lut.25;03.lut;lut.75;02.kwi;03.lut;02.lip;lut.25;mar.25;02.lip;02.maj;sty.65;02.lut;sty.65;sty.77;02.maj;0;01.sie;02.kwi;0;1.825;2.075;0
SP1;23.04.2005;Real Madrid;Villarreal;2;1;H;0;1;A;sty.53;03.cze;06.maj;sty.45;mar.75;7;sty.55;03.lip;6;01.maj;03.maj;05.kwi;01.maj;03.kwi;6;01.maj;4;6;sty.44;mar.75;6;sty.71;2;sty.75;02.maj;01.lip;2;-0.75;02.cze;sty.78;-1;lut.15;sty.75;-1
SP1;24.04.2005;Ath Bilbao;Sevilla;1;3;A;0;2;A;02.lut;mar.25;02.sie;02.mar;03.lut;02.sie;02.lut;03.lut;03.sty;2;03.sty;03.lut;sty.91;03.lut;03.maj;lut.25;03.lut;02.wrz;02.maj;03.lut;03.sty;sty.85;sty.85;01.wrz;01.wrz;01.wrz;01.wrz;-0.25;sty.94;01.wrz;-0.25;sty.95;sty.95;-0.25
SP1;24.04.2005;Betis;Sociedad;2;3;A;0;1;A;sty.57;03.cze;5;sty.65;mar.45;kwi.85;sty.65;03.maj;maj.25;sty.55;03.kwi;5;sty.67;mar.25;04.maj;sty.67;03.kwi;04.sie;01.cze;03.kwi;04.sie;sty.75;sty.95;01.sie;2;01.wrz;01.wrz;-0.75;sty.94;01.wrz;-0.75;sty.95;sty.95;-0.75
SP1;24.04.2005;Espanol;Zaragoza;3;1;H;2;0;H;01.wrz;mar.25;03.maj;01.sie;mar.35;4;01.wrz;mar.25;4;01.wrz;3;03.cze;sty.83;03.lut;mar.75;sty.85;mar.25;4;01.sie;03.mar;mar.75;01.wrz;sty.79;02.maj;sty.75;01.wrz;sty.79;-0.5;01.wrz;sty.94;-0.5;1.975;1.925;-0.5
SP1;24.04.2005;Getafe;Levante;1;0;H;1;0;H;01.wrz;mar.25;03.maj;sty.85;03.mar;mar.85;2;03.lut;03.lip;2;02.sie;03.cze;01.sie;mar.25;mar.75;sty.91;mar.25;mar.75;01.sie;03.sty;4;2;sty.71;lut.15;sty.66;2;sty.72;-0.5;02.cze;sty.78;-0.5;2.125;sty.75;-0.5
SP1;24.04.2005;La Coruna;Santander;1;4;A;1;0;H;sty.53;03.kwi;6;01.maj;03.lip;6;01.cze;03.maj;maj.85;01.maj;03.maj;05.kwi;sty.57;03.maj;5;sty.53;03.cze;6;01.maj;03.cze;05.maj;sty.95;sty.75;02.maj;sty.75;01.sie;2;-0.75;sty.88;sty.96;-0.75;01.wrz;2;-0.75
SP1;24.04.2005;Malaga;Barcelona;0;4;A;0;2;A;05.maj;03.cze;sty.61;maj.25;03.maj;01.cze;maj.25;03.maj;sty.65;04.cze;03.lut;sty.65;5;mar.25;sty.62;kwi.75;03.maj;sty.67;04.sie;03.kwi;01.cze;sty.95;sty.75;sty.95;sty.85;sty.95;sty.85;0.75;sty.98;sty.86;0.75;1.975;1.925;0.75
SP1;24.04.2005;Numancia;Mallorca;1;2;A;0;0;D;02.lut;mar.25;02.sie;02.lut;mar.25;lut.95;lut.25;03.lut;03.maj;02.sty;03.sty;3;2;03.lut;03.lut;lut.25;mar.25;lut.88;2;03.kwi;3;2;sty.71;02.sty;01.lip;sty.95;sty.85;-0.25;;;;2.025;1.875;-0.25
SP1;24.04.2005;Valencia;Albacete;2;0;H;0;0;D;sty.33;kwi.33;07.maj;01.mar;kwi.75;08.lut;sty.35;04.mar;08.maj;01.mar;04.lut;8;sty.33;4;8;sty.33;kwi.33;08.maj;01.mar;kwi.33;8;sty.79;01.wrz;sty.85;sty.95;sty.93;sty.64;-1.5;;;;sty.85;02.maj;-1.25
SP1;28.04.2005;Osasuna;Villarreal;3;2;H;1;1;D;02.cze;03.lut;02.kwi;02.cze;mar.15;02.maj;lut.65;03.lut;02.kwi;02.maj;3;02.maj;02.cze;03.lut;lut.38;02.lip;03.lut;02.kwi;lut.62;03.sty;lut.37;2;sty.71;2;2;01.cze;01.sie;0;02.lut;sty.82;0;2.025;1.875;0
SP1;30.04.2005;Ath Madrid;Ath Bilbao;1;1;D;0;0;D;01.wrz;03.lut;03.maj;01.wrz;03.mar;mar.65;01.wrz;mar.25;mar.75;sty.85;03.sty;03.cze;01.sie;mar.25;mar.75;sty.91;mar.25;mar.75;01.sie;03.mar;mar.75;2;sty.71;2;01.sie;01.wrz;sty.74;-0.5;sty.94;01.wrz;-0.5;sty.95;sty.95;-0.5
SP1;30.04.2005;Numancia;Valencia;1;1;D;0;0;D;4;03.kwi;sty.72;04.maj;mar.45;01.lip;04.maj;mar.35;sty.72;04.kwi;03.mar;sty.65;kwi.33;03.kwi;sty.67;kwi.75;03.kwi;sty.67;5;03.mar;sty.61;2;sty.71;02.maj;sty.75;sty.92;sty.72;0.5;;;;lut.15;sty.75;0.5
SP1;30.04.2005;Sociedad;Real Madrid;0;2;A;0;0;D;kwi.33;03.mar;sty.83;4;03.kwi;01.sie;03.wrz;03.mar;sty.83;03.sie;03.sty;01.sie;mar.75;mar.25;01.sie;kwi.33;03.cze;sty.75;04.lut;mar.25;sty.72;sty.85;sty.85;2;01.sie;sty.79;sty.83;0.5;sty.94;01.wrz;0.5;1.975;1.925;0.5
SP1;01.05.2005;Barcelona;Albacete;2;0;H;0;0;D;sty.16;06.maj;15;sty.15;06.maj;13;sty.15;6;15;sty.15;6;12;01.lis;06.maj;15;sty.18;06.maj;13;01.gru;06.maj;12;01.cze;lut.15;sty.75;02.maj;sty.85;sty.95;-1.75;;;;1.875;2.025;-1.75
SP1;01.05.2005;Levante;Malaga;0;1;A;0;1;A;sty.83;03.lut;mar.75;2;03.mar;mar.35;sty.87;03.mar;mar.75;sty.75;03.lut;4;2;03.lut;03.lut;sty.95;mar.25;03.cze;01.wrz;03.sty;03.cze;sty.95;sty.75;02.maj;sty.75;sty.87;sty.76;-0.5;sty.98;sty.86;-0.5;1.975;1.925;-0.5
SP1;01.05.2005;Mallorca;Espanol;3;2;H;0;1;A;lut.37;03.sty;lut.62;lut.45;mar.15;lut.65;02.maj;mar.25;02.maj;02.maj;3;02.maj;02.maj;mar.25;02.kwi;02.maj;03.lut;02.cze;lut.62;03.lut;02.mar;sty.95;sty.75;sty.95;sty.85;02.maj;sty.75;0;;;;lut.15;sty.75;-0.25
SP1;01.05.2005;Santander;Betis;1;1;D;0;0;D;02.maj;03.sty;02.maj;02.lip;03.lut;02.kwi;lut.65;mar.15;lut.45;02.cze;3;02.kwi;02.maj;03.lut;02.maj;lut.62;03.sty;02.maj;02.maj;mar.25;02.kwi;sty.85;sty.85;01.wrz;01.wrz;sty.95;sty.85;0;sty.96;sty.88;0;2;01.wrz;0
SP1;01.05.2005;Sevilla;La Coruna;2;0;H;2;0;H;01.wrz;03.lut;03.maj;sty.95;mar.35;mar.45;sty.87;03.mar;mar.75;01.wrz;03.sty;03.maj;sty.73;03.lut;kwi.33;sty.91;mar.25;mar.75;01.sie;03.mar;mar.75;sty.95;sty.75;02.sty;01.lip;sty.87;sty.76;-0.5;sty.94;01.wrz;-0.5;2;01.wrz;-0.5
SP1;01.05.2005;Villarreal;Getafe;4;0;H;2;0;H;01.kwi;mar.75;7;01.kwi;4;lip.25;sty.42;03.wrz;7;sty.45;03.cze;05.sie;sty.44;03.cze;06.maj;sty.44;mar.75;7;01.kwi;mar.75;7;sty.85;sty.85;2;01.sie;2;01.sie;-1.25;2;sty.84;-1.25;02.maj;sty.85;-1.25
SP1;01.05.2005;Zaragoza;Osasuna;5;1;H;2;0;H;sty.72;03.lut;kwi.33;01.lip;03.kwi;kwi.55;sty.75;03.mar;04.kwi;01.lip;03.lut;04.lut;sty.73;03.lut;kwi.33;01.sie;03.kwi;4;sty.72;mar.25;04.lut;2;sty.71;02.maj;sty.75;sty.75;sty.89;-0.5;sty.92;sty.92;-0.5;01.wrz;2;-0.5
SP1;07.05.2005;Ath Bilbao;Zaragoza;2;0;H;0;0;D;sty.83;mar.25;mar.75;01.wrz;mar.25;mar.75;sty.95;mar.25;03.maj;2;03.lut;03.sty;sty.83;03.lut;mar.75;sty.95;mar.25;03.cze;2;03.lut;03.lut;sty.79;sty.85;sty.85;sty.95;sty.95;sty.69;-0.5;02.lut;sty.82;-0.5;02.maj;sty.85;-0.5
SP1;07.05.2005;Betis;Sevilla;1;0;H;1;0;H;02.kwi;03.sty;3;02.lut;03.lut;3;lut.35;03.sty;02.sie;02.kwi;02.sie;02.sie;lut.25;03.lut;lut.75;02.kwi;03.sty;02.wrz;02.mar;02.wrz;02.wrz;sty.95;sty.75;sty.95;sty.85;sty.95;sty.85;-0.25;02.lut;sty.82;-0.25;2.025;1.875;-0.25
SP1;07.05.2005;Osasuna;Mallorca;1;1;D;0;1;A;02.lut;mar.25;lut.87;lut.15;mar.45;02.wrz;02.lut;mar.35;lut.75;02.mar;03.lut;02.maj;02.sty;03.kwi;02.sie;02.lut;03.kwi;lut.88;02.kwi;mar.25;02.maj;sty.95;sty.75;sty.95;sty.85;02.maj;sty.75;-0.25;;;;lut.15;sty.75;-0.25
SP1;07.05.2005;Real Madrid;Santander;5;0;H;2;0;H;sty.25;05.maj;11;sty.15;06.maj;13;sty.22;05.maj;10;sty.22;04.sie;09.maj;sty.22;5;10;sty.22;6;10.maj;sty.16;05.maj;12;01.cze;lut.15;01.sie;2;01.wrz;01.wrz;-1.5;sty.94;01.wrz;-1.5;01.wrz;2;-1.5
SP1;08.05.2005;Albacete;Levante;3;1;H;1;0;H;lut.37;03.lut;lut.62;lut.35;03.mar;02.lip;02.maj;mar.25;02.maj;02.kwi;03.lut;02.kwi;02.maj;mar.25;02.kwi;02.maj;03.mar;02.maj;02.lip;03.mar;02.lut;sty.95;sty.75;02.lut;sty.65;01.sie;2;0;;;;1.825;2.075;0
SP1;08.05.2005;Espanol;Numancia;3;0;H;0;0;D;01.kwi;mar.75;07.maj;01.kwi;4;lip.25;sty.36;kwi.25;07.maj;01.mar;04.lut;8;sty.29;04.maj;8;sty.36;kwi.33;07.maj;sty.28;04.maj;8;sty.75;sty.95;01.sie;2;;;;;;;01.cze;02.kwi;-1
SP1;08.05.2005;Getafe;Sociedad;2;0;H;2;0;H;02.sty;mar.25;3;02.maj;mar.25;mar.25;02.sty;mar.25;03.sty;02.sty;02.wrz;03.lut;02.sty;03.lut;3;02.sty;mar.25;03.lut;02.maj;03.mar;3;sty.95;sty.75;2;01.sie;01.wrz;01.wrz;-0.25;;;;01.wrz;2;-0.25
SP1;08.05.2005;La Coruna;Ath Madrid;2;0;H;0;0;D;01.wrz;mar.25;03.maj;02.maj;03.lut;03.mar;02.maj;03.lut;mar.25;01.wrz;03.lut;03.kwi;sty.83;03.lut;mar.75;02.maj;03.lut;03.mar;02.maj;03.kwi;02.wrz;02.maj;sty.65;02.sty;01.lip;sty.85;sty.95;-0.25;sty.88;sty.96;-0.25;1.875;2.025;-0.25
SP1;08.05.2005;Malaga;Villarreal;0;2;A;0;0;D;02.lip;03.lut;02.mar;02.wrz;03.lut;lut.25;lut.85;mar.25;lut.25;02.lip;3;02.mar;lut.75;03.lut;lut.25;lut.88;mar.25;lut.25;02.wrz;03.lut;lut.15;sty.95;sty.75;2;01.sie;sty.95;sty.85;0.25;;;;2;01.wrz;0.25
SP1;08.05.2005;Valencia;Barcelona;0;2;A;0;2;A;02.lip;03.lut;02.mar;02.lip;03.lut;02.kwi;02.lip;03.lut;lut.35;02.lip;3;02.mar;lut.75;03.lut;lut.25;02.sie;mar.25;02.kwi;lut.75;03.lut;lut.25;01.wrz;sty.79;sty.95;sty.85;sty.75;02.maj;0.25;sty.76;02.sie;0.25;sty.75;lut.15;0.25
SP1;14.05.2005;Levante;Barcelona;1;1;D;1;0;H;6;03.cze;sty.57;7;mar.75;sty.45;6;03.cze;sty.52;05.sie;03.cze;sty.45;7;4;sty.36;6;03.cze;sty.57;6;03.kwi;01.maj;sty.85;sty.85;sty.95;sty.85;lut.25;sty.52;0.5;02.gru;sty.72;0.75;lut.15;sty.75;0.75
SP1;14.05.2005;Sevilla;Real Madrid;2;2;D;1;1;D;03.lut;mar.25;02.lut;03.maj;03.mar;sty.95;3;03.mar;02.lut;03.sty;03.lut;2;03.maj;03.lut;sty.91;3;03.kwi;02.lut;lut.75;03.lut;lut.25;sty.85;sty.85;sty.95;sty.85;01.wrz;01.wrz;0.25;sty.96;sty.88;0.25;sty.95;sty.95;0.25
SP1;15.05.2005;Ath Madrid;Betis;1;2;A;0;2;A;lut.25;03.lut;lut.75;lut.25;mar.25;lut.85;lut.25;mar.25;02.wrz;02.mar;03.sty;02.cze;02.lut;03.lut;02.sie;02.mar;mar.25;02.sie;02.mar;03.lut;lut.62;sty.95;sty.71;sty.95;sty.85;lut.25;sty.53;-0.5;;;;lut.15;sty.75;-0.25
SP1;15.05.2005;Espanol;Valencia;2;2;D;1;1;D;02.mar;03.lut;lut.62;lut.25;mar.25;lut.85;lut.25;mar.25;02.wrz;02.lut;3;02.wrz;02.lut;03.lut;02.sie;02.mar;mar.25;02.sie;lut.15;03.lut;02.wrz;01.wrz;sty.79;01.wrz;01.wrz;lut.25;sty.53;-0.5;02.sie;sty.76;-0.25;2.125;1.775;-0.25
