Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;BWH;BWD;BWA;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;B365>2.5;B365<2.5;GBAHH;GBAHA;GBAH;LBAHH;LBAHA;LBAH;B365AHH;B365AHA;B365AH
SP1;19.09.2004;Ath Madrid;Barcelona;1;1;D;0;1;A;lut.75;mar.25;lut.25;02.sie;03.lut;02.mar;03.sty;mar.25;02.lut;02.wrz;3;02.lut;3;03.lut;02.sty;3;03.lut;02.lut;02.sie;03.sty;lut.25;sty.75;sty.95;01.wrz;01.wrz;02.maj;01.sie;0.25;sty.74;02.sty;0.5;02.maj;sty.85;0.25
SP1;19.09.2004;Mallorca;Malaga;1;2;A;0;1;A;01.wrz;mar.25;03.maj;01.sie;03.mar;04.sty;2;mar.25;mar.65;sty.85;03.sty;03.cze;sty.83;03.lut;mar.75;sty.91;mar.25;mar.75;01.wrz;03.sty;03.cze;01.wrz;01.sie;2;01.sie;sty.65;lut.15;-0.25;02.kwi;01.sie;-0.5;02.maj;sty.85;-0.5
SP1;19.09.2004;Numancia;Getafe;1;0;H;1;0;H;01.wrz;mar.25;03.maj;01.wrz;mar.25;mar.75;2;mar.25;03.lip;2;3;03.mar;01.sie;mar.25;mar.75;2;mar.25;03.kwi;sty.95;03.sty;03.maj;sty.95;sty.75;lut.15;sty.66;sty.65;lut.15;-0.25;sty.98;sty.86;-0.5;02.maj;sty.85;-0.5
SP1;19.09.2004;Santander;Villarreal;1;1;D;0;0;D;02.mar;03.lut;02.lip;lut.45;mar.15;lut.65;02.maj;mar.25;02.lip;02.maj;3;02.maj;02.maj;03.lut;02.maj;02.maj;03.sty;lut.62;lut.37;03.sty;lut.62;sty.85;sty.85;02.sty;01.lip;02.sty;sty.67;-0.25;sty.84;2;0;1.825;2.075;0
SP1;19.09.2004;Sevilla;Levante;3;0;H;1;0;H;sty.72;mar.25;kwi.33;01.lip;03.kwi;kwi.55;sty.75;mar.35;04.sie;sty.75;03.lut;4;sty.62;mar.25;5;sty.67;03.kwi;04.sie;sty.61;03.mar;5;sty.95;sty.75;02.maj;sty.75;lut.15;sty.65;-1;sty.94;01.wrz;-0.75;sty.95;sty.95;-0.75
SP1;19.09.2004;Zaragoza;Albacete;4;3;H;1;2;A;sty.72;mar.25;kwi.33;01.sie;03.mar;04.sty;sty.77;03.mar;kwi.75;sty.85;03.sty;03.cze;sty.57;03.maj;5;sty.73;mar.25;04.maj;01.lip;03.mar;kwi.33;sty.95;sty.75;02.maj;sty.75;lut.15;sty.65;-1;sty.84;2;-0.75;01.wrz;2;-0.75
SP1;21.09.2004;Real Madrid;Osasuna;1;0;H;0;0;D;sty.44;mar.75;06.maj;01.kwi;4;7;sty.42;kwi.25;7;01.kwi;03.wrz;6;sty.36;4;7;sty.44;04.lut;6;01.kwi;mar.75;7;sty.65;02.maj;01.sie;2;sty.85;sty.85;-1;02.gru;sty.72;-1.25;01.wrz;2;-1
SP1;22.09.2004;Albacete;Mallorca;0;0;D;0;0;D;lut.25;03.lut;02.sie;02.kwi;03.sty;lut.75;lut.35;03.lut;02.wrz;02.sty;3;03.sty;lut.25;03.lut;lut.75;lut.38;03.sty;02.sie;lut.37;03.sty;lut.62;sty.85;sty.85;sty.95;sty.85;01.lip;02.maj;0;2;sty.84;-0.25;1.975;1.925;-0.25
SP1;22.09.2004;Betis;Ath Bilbao;2;1;H;1;1;D;02.mar;03.lut;02.lip;02.lut;03.lut;3;02.mar;03.lut;3;02.lut;02.wrz;3;lut.25;03.lut;lut.75;02.mar;03.sty;02.wrz;lut.25;03.lut;lut.75;sty.85;sty.85;02.maj;sty.75;01.lip;02.maj;0;02.cze;sty.78;-0.25;02.sty;01.sie;-0.25
SP1;22.09.2004;Getafe;Espanol;1;0;H;1;0;H;lut.62;03.lut;lut.37;lut.65;mar.25;lut.35;lut.85;03.lut;02.kwi;02.sie;02.wrz;02.mar;lut.75;03.lut;lut.25;lut.75;03.lut;lut.38;02.cze;03.sty;02.kwi;sty.95;sty.75;02.maj;sty.75;02.mar;sty.55;-0.25;02.gru;sty.72;0;2.125;1.775;0
SP1;22.09.2004;La Coruna;Valencia;1;5;A;0;4;A;02.kwi;03.lut;02.cze;02.maj;03.sty;lut.65;02.kwi;03.lut;lut.85;02.lut;3;02.wrz;lut.38;3;lut.75;02.kwi;03.sty;02.sie;02.kwi;03.sty;02.cze;01.wrz;01.sie;02.maj;sty.75;02.maj;01.lip;-0.25;sty.84;2;0;1.875;2.025;0
SP1;22.09.2004;Levante;Ath Madrid;1;0;H;1;0;H;lut.62;03.lut;lut.37;02.sie;mar.15;lut.35;lut.75;mar.25;02.kwi;02.sie;02.wrz;02.mar;02.cze;03.lut;lut.38;lut.75;03.lut;lut.38;02.cze;03.sty;02.kwi;01.wrz;01.sie;2;01.sie;sty.77;02.sty;0.25;sty.78;02.cze;0.25;1.775;2.125;0.25
SP1;22.09.2004;Malaga;Numancia;4;1;H;3;0;H;01.sie;03.lut;4;sty.85;03.lut;4;01.sie;03.mar;04.maj;sty.85;3;03.sie;sty.73;03.lut;kwi.33;sty.83;03.sty;kwi.33;01.sie;03.sty;4;01.sie;01.wrz;02.maj;sty.75;sty.55;02.mar;-0.25;01.sie;02.kwi;-0.5;1.875;2.025;-0.5
SP1;22.09.2004;Sociedad;Santander;0;1;A;0;1;A;01.sie;03.lut;4;01.lip;03.kwi;04.maj;01.sie;03.mar;04.maj;sty.75;03.sty;04.lut;sty.73;03.lut;kwi.33;01.sie;03.lut;kwi.33;01.sie;03.mar;mar.75;sty.85;sty.85;sty.95;sty.85;02.maj;01.lip;-0.75;sty.86;sty.98;-0.5;1.925;1.975;-0.5
SP1;22.09.2004;Villarreal;Sevilla;0;0;D;0;0;D;02.lut;03.lut;lut.87;sty.95;03.mar;03.maj;02.sty;mar.25;03.kwi;2;3;03.mar;02.sty;03.lut;3;02.sty;03.lut;mar.25;02.sty;03.lut;3;sty.95;sty.75;2;01.sie;01.cze;02.lut;0;sty.88;sty.96;-0.25;1.925;1.975;-0.25
SP1;23.09.2004;Barcelona;Zaragoza;4;1;H;1;1;D;sty.33;4;08.maj;01.mar;04.maj;9;sty.33;04.maj;9;01.mar;04.lut;8;sty.33;4;8;sty.33;kwi.33;08.maj;sty.36;mar.75;8;sty.65;02.maj;sty.75;02.maj;sty.73;2;-1.25;sty.94;01.wrz;-1.5;2;01.wrz;-1.5
SP1;25.09.2004;Ath Bilbao;Real Madrid;2;1;H;2;0;H;3;mar.25;02.mar;03.lut;03.lut;02.sty;03.sty;03.lut;lut.25;02.lip;3;02.mar;lut.75;03.lut;lut.25;3;03.lut;02.lut;lut.75;03.lut;lut.25;sty.75;sty.95;01.wrz;01.wrz;01.wrz;sty.95;0.25;sty.92;sty.92;0.25;sty.95;sty.95;0.25
SP1;25.09.2004;Ath Madrid;Villarreal;1;0;H;1;0;H;01.sie;mar.25;4;sty.75;mar.35;04.mar;sty.87;mar.25;kwi.15;sty.85;03.sty;03.cze;sty.67;mar.25;04.maj;01.sie;03.lut;kwi.33;01.sie;03.sty;4;sty.85;sty.85;2;01.sie;01.cze;02.lut;-0.25;02.cze;sty.78;-0.75;01.wrz;2;-0.5
SP1;25.09.2004;La Coruna;Betis;1;1;D;0;0;D;sty.66;03.kwi;04.maj;sty.55;mar.55;05.lip;sty.67;03.kwi;maj.25;sty.65;03.mar;04.kwi;sty.62;mar.25;5;sty.62;03.kwi;05.maj;sty.66;03.mar;04.maj;sty.85;sty.85;01.sie;2;lut.15;sty.65;-1;sty.98;sty.86;-0.75;02.maj;sty.85;-0.75
SP1;26.09.2004;Espanol;Malaga;1;0;H;0;0;D;01.wrz;mar.25;03.maj;01.sie;03.mar;04.sty;sty.85;mar.25;04.lut;01.wrz;03.sty;03.maj;sty.73;03.lut;kwi.33;sty.91;03.lut;03.sie;01.sie;03.sty;4;sty.85;sty.85;2;01.sie;sty.55;02.mar;-0.25;02.kwi;01.sie;-0.5;2.075;1.825;-0.5
SP1;26.09.2004;Mallorca;Barcelona;1;3;A;0;3;A;kwi.33;mar.25;sty.72;04.sty;03.mar;01.sie;kwi.75;03.kwi;sty.73;4;03.lut;sty.75;5;03.maj;sty.57;kwi.33;03.kwi;sty.73;kwi.33;03.lut;sty.72;sty.75;sty.95;01.sie;2;sty.85;2;0.75;02.sie;sty.76;0.75;02.sty;01.sie;0.75
SP1;26.09.2004;Numancia;Albacete;0;0;D;0;0;D;2;mar.25;mar.25;01.wrz;mar.25;mar.75;02.sty;03.sty;mar.55;02.sty;3;03.sty;sty.91;03.lut;03.maj;02.sty;03.lut;mar.25;01.wrz;03.lut;03.maj;sty.95;sty.75;02.sty;01.lip;sty.55;02.mar;0;sty.88;sty.96;-0.25;sty.95;sty.95;-0.25
SP1;26.09.2004;Osasuna;Getafe;2;1;H;2;1;H;sty.66;03.kwi;04.maj;01.cze;03.maj;05.lut;sty.65;03.mar;05.sie;sty.65;03.mar;04.kwi;sty.53;03.maj;05.maj;sty.62;03.kwi;05.maj;sty.61;03.mar;5;sty.85;sty.85;02.maj;sty.75;lut.15;sty.65;-1;sty.82;02.lut;-0.75;sty.85;02.maj;-0.75
SP1;26.09.2004;Sevilla;Sociedad;2;1;H;1;1;D;01.sie;mar.25;4;sty.85;mar.25;mar.95;sty.83;03.mar;04.mar;sty.85;03.sty;03.cze;sty.73;03.lut;kwi.33;01.sie;mar.25;04.lut;01.sie;03.sty;4;sty.95;sty.75;02.maj;sty.75;01.maj;lut.45;-0.25;sty.96;sty.88;-0.75;02.maj;sty.85;-0.75
SP1;26.09.2004;Valencia;Santander;2;0;H;2;0;H;sty.28;04.maj;08.maj;01.mar;04.lip;sie.25;sty.35;04.maj;08.maj;01.mar;04.lut;8;01.mar;4;9;01.mar;04.maj;9;sty.36;mar.75;8;sty.71;2;sty.75;02.maj;01.wrz;sty.75;-1.5;sty.84;2;-1.25;01.wrz;2;-1.25
SP1;26.09.2004;Zaragoza;Levante;4;3;H;1;2;A;sty.72;mar.25;kwi.33;sty.75;mar.35;04.mar;sty.75;03.kwi;kwi.65;sty.85;03.sty;03.cze;sty.62;mar.25;5;sty.73;03.kwi;kwi.33;01.lip;03.lut;04.maj;sty.85;sty.85;sty.95;sty.85;lut.45;01.maj;-1;sty.98;sty.86;-0.75;02.maj;sty.85;-0.75
SP1;02.10.2004;Betis;Valencia;1;1;D;1;1;D;03.kwi;mar.25;02.sty;03.kwi;mar.25;2;03.maj;mar.25;02.maj;03.lut;03.sty;2;03.lut;03.lut;2;03.kwi;mar.25;2;03.sty;03.sty;02.sty;sty.79;01.wrz;sty.95;sty.85;02.cze;sty.45;0;sty.84;2;0.5;sty.85;02.maj;0.5
SP1;02.10.2004;Sociedad;Ath Madrid;1;0;H;1;0;H;02.maj;03.lut;lut.75;02.kwi;03.lut;02.lip;02.maj;03.lut;02.lip;02.mar;02.wrz;02.sie;02.lut;mar.25;lut.75;02.cze;3;02.cze;02.kwi;03.sty;02.cze;sty.95;sty.75;02.maj;sty.75;02.lut;01.cze;-0.25;02.lut;sty.82;-0.25;02.sty;01.sie;-0.25
SP1;03.10.2004;Albacete;Espanol;1;0;H;0;0;D;02.kwi;03.lut;02.cze;02.maj;mar.15;02.cze;02.cze;mar.15;lut.65;02.kwi;3;02.cze;02.cze;03.lut;lut.38;02.cze;3;02.cze;02.maj;03.sty;02.maj;sty.95;sty.75;lut.15;sty.66;02.lut;01.cze;-0.25;sty.82;02.lut;0;01.sie;02.sty;0
SP1;03.10.2004;Barcelona;Numancia;1;0;H;0;0;D;01.lut;5;12;sty.15;cze.25;14;01.lut;maj.75;14;01.lut;5;10;01.lut;5;11;sty.17;6;13;01.lut;5;11;01.cze;lut.15;sty.66;lut.15;lut.15;sty.65;-2.25;02.cze;sty.78;-2;2.125;1.775;0
SP1;03.10.2004;Getafe;Ath Bilbao;3;1;H;1;0;H;02.kwi;03.lut;02.cze;lut.75;03.lut;lut.35;02.lip;mar.15;lut.55;02.maj;3;02.maj;02.cze;03.lut;lut.38;lut.75;03.lut;lut.38;02.maj;03.sty;02.maj;sty.79;01.wrz;2;01.sie;02.lut;01.cze;-0.25;02.sie;sty.76;0;02.sty;01.sie;0
SP1;03.10.2004;Levante;Mallorca;2;0;H;2;0;H;2;mar.25;mar.25;2;mar.25;03.kwi;02.maj;mar.25;03.maj;01.wrz;03.sty;03.maj;sty.91;03.lut;03.maj;02.sty;03.lut;03.lut;02.maj;03.sty;03.lut;sty.95;sty.75;2;01.sie;sty.45;02.cze;0;01.sie;02.kwi;-0.25;1.775;2.125;-0.25
SP1;03.10.2004;Malaga;Osasuna;2;0;H;1;0;H;01.wrz;mar.25;03.maj;02.maj;mar.25;mar.25;02.lut;03.lut;03.lut;02.sty;3;03.sty;02.sty;03.lut;3;02.sty;03.lut;03.lut;02.sty;03.lut;3;sty.85;sty.85;02.sty;01.lip;01.cze;02.lut;0;sty.82;02.lut;-0.25;01.wrz;2;-0.25
SP1;03.10.2004;Real Madrid;La Coruna;0;1;A;0;1;A;sty.61;03.kwi;6;01.maj;03.cze;cze.25;sty.57;mar.55;cze.25;sty.55;03.maj;04.sie;sty.57;03.maj;5;sty.57;03.cze;05.maj;sty.53;03.maj;05.maj;sty.71;2;sty.75;02.maj;02.lut;01.cze;-1.25;sty.88;sty.96;-1;1.925;1.975;-1
SP1;03.10.2004;Santander;Sevilla;0;0;D;0;0;D;02.kwi;03.lut;02.cze;02.kwi;03.lut;02.lip;lut.55;mar.15;02.lip;02.kwi;02.wrz;02.lip;lut.38;03.lut;02.cze;02.maj;03.lut;02.cze;02.kwi;03.sty;02.cze;2;sty.71;2;01.sie;02.lut;01.cze;-0.25;sty.84;2;0;01.wrz;2;0
SP1;03.10.2004;Villarreal;Zaragoza;2;0;H;1;0;H;02.sty;mar.25;3;01.wrz;mar.25;mar.75;02.maj;mar.25;03.maj;2;3;03.mar;02.sty;03.lut;3;02.maj;03.lut;03.mar;2;03.sty;03.mar;01.wrz;sty.79;02.maj;sty.75;sty.45;02.cze;0;2;sty.84;-0.5;02.maj;sty.85;-0.5
SP1;16.10.2004;Betis;Real Madrid;1;1;D;1;0;H;03.maj;03.lut;02.sty;mar.15;mar.25;02.sty;03.lut;03.lut;02.lut;03.sty;3;02.sty;02.sie;03.lut;02.lut;03.lut;mar.25;02.sty;3;03.sty;lut.15;sty.85;sty.85;2;01.sie;02.maj;sty.75;0.25;02.sty;sty.74;0.25;02.sty;01.sie;0.25
SP1;16.10.2004;Espanol;Barcelona;0;1;A;0;1;A;04.maj;mar.25;sty.83;mar.95;03.kwi;01.sie;kwi.35;mar.35;sty.82;04.lut;03.sty;sty.75;4;03.lut;01.sie;kwi.33;03.kwi;sty.75;kwi.33;03.lut;sty.72;sty.79;01.wrz;sty.95;sty.85;lut.45;01.maj;0.25;02.sty;sty.74;0.5;02.sty;01.sie;0.5
SP1;16.10.2004;La Coruna;Getafe;2;1;H;1;0;H;01.kwi;mar.75;07.maj;01.mar;04.maj;9;01.kwi;4;08.cze;sty.35;4;7;sty.44;03.cze;06.maj;01.kwi;4;07.maj;01.kwi;mar.75;7;sty.75;sty.95;01.wrz;01.wrz;sty.65;lut.15;-1;01.wrz;sty.94;-1.25;01.wrz;2;-1.25
SP1;17.10.2004;Ath Bilbao;Malaga;1;0;H;1;0;H;01.sie;mar.25;4;sty.85;03.lut;4;sty.85;03.mar;kwi.25;01.sie;03.sty;03.sie;sty.83;03.lut;mar.75;sty.85;mar.25;4;01.sie;03.sty;4;sty.85;sty.85;02.maj;sty.75;sty.55;02.mar;-0.25;sty.88;sty.96;-0.5;1.925;1.975;-0.5
SP1;17.10.2004;Ath Madrid;Santander;1;0;H;1;0;H;sty.57;03.kwi;05.maj;sty.45;mar.75;7;01.cze;03.maj;6;sty.45;03.sie;05.kwi;sty.62;mar.25;5;sty.53;03.cze;6;sty.57;03.mar;05.maj;01.wrz;sty.79;2;01.sie;02.mar;sty.55;-1.25;02.sie;sty.76;-1;02.sty;01.sie;-1
SP1;17.10.2004;Mallorca;Villarreal;1;1;D;1;1;D;lut.37;03.lut;lut.62;lut.45;03.sty;02.lip;lut.55;03.sty;lut.75;02.maj;3;02.maj;lut.38;3;lut.75;lut.38;03.lut;lut.75;02.mar;03.sty;lut.75;01.wrz;sty.79;02.sty;01.lip;02.lut;01.cze;-0.25;01.wrz;sty.94;0;1.925;1.975;0
SP1;17.10.2004;Numancia;Levante;1;3;A;0;1;A;02.lut;3;03.sty;lut.25;03.sty;3;02.mar;03.sty;03.sty;02.mar;02.sie;02.wrz;02.lut;03.lut;02.sie;lut.25;03.sty;3;lut.15;03.sty;3;2;sty.71;02.sty;01.lip;sty.67;02.sty;0;02.sie;sty.76;-0.25;02.sty;01.sie;-0.25
SP1;17.10.2004;Osasuna;Albacete;3;2;H;2;1;H;sty.72;mar.25;kwi.33;01.lip;03.mar;kwi.75;sty.75;mar.35;kwi.75;01.lip;03.lut;04.lut;sty.67;mar.25;04.maj;sty.73;03.kwi;04.maj;01.lip;03.lut;04.maj;01.wrz;sty.79;02.sty;01.lip;02.maj;01.lip;-0.75;02.sty;sty.74;-0.75;02.sty;01.sie;-0.75
SP1;17.10.2004;Valencia;Sevilla;1;2;A;0;0;D;sty.53;03.maj;7;01.maj;mar.55;06.maj;sty.53;03.lip;06.maj;sty.45;03.sie;05.kwi;sty.57;mar.25;05.maj;sty.53;03.cze;6;01.maj;03.kwi;6;sty.85;sty.85;sty.95;sty.85;02.lut;01.cze;-1.25;sty.96;sty.88;-1;2;01.wrz;-1
SP1;17.10.2004;Zaragoza;Sociedad;2;1;H;1;1;D;sty.83;mar.25;mar.75;sty.95;mar.25;03.maj;01.wrz;03.mar;4;01.wrz;03.sty;03.maj;sty.73;03.lut;kwi.33;sty.91;mar.25;mar.75;01.wrz;03.sty;03.cze;sty.75;sty.95;01.wrz;01.wrz;01.cze;02.lut;-0.25;2;sty.84;-0.5;02.maj;sty.85;-0.5
SP1;23.10.2004;Malaga;La Coruna;1;1;D;1;0;H;02.kwi;03.lut;02.cze;lut.55;mar.15;lut.55;02.maj;03.lut;lut.75;02.maj;3;02.maj;02.kwi;03.sty;02.cze;02.kwi;03.lut;02.lip;02.maj;03.sty;02.maj;02.maj;sty.65;02.sty;01.lip;01.wrz;01.wrz;0;sty.92;sty.92;0;1.925;1.975;0
SP1;23.10.2004;Real Madrid;Valencia;1;0;H;1;0;H;2;mar.25;03.maj;sty.95;mar.25;mar.55;2;mar.25;03.lip;sty.85;03.sty;03.cze;sty.91;03.lut;03.maj;2;03.lut;03.maj;01.wrz;mar.25;03.kwi;01.wrz;sty.79;02.maj;sty.75;2;sty.73;-0.5;2;sty.84;-0.5;2;01.wrz;-0.5
SP1;24.10.2004;Albacete;Ath Bilbao;1;0;H;1;0;H;lut.37;03.lut;lut.62;02.lut;03.lut;3;02.kwi;03.sty;lut.95;02.mar;02.wrz;02.sie;lut.38;3;lut.75;02.kwi;03.sty;02.sie;lut.37;03.sty;lut.62;02.maj;sty.65;lut.15;sty.66;sty.75;2;0;02.gru;sty.72;-0.25;2.125;1.775;-0.25
SP1;24.10.2004;Barcelona;Osasuna;3;0;H;2;0;H;sty.33;04.maj;9;01.mar;04.lip;sie.25;01.mar;04.sie;10;sty.35;4;7;01.mar;4;9;sty.33;04.maj;8;sty.33;4;8;01.cze;lut.15;01.lip;02.sty;01.sie;2;-1.25;01.wrz;sty.94;-1.25;lut.15;sty.75;-1.5
SP1;24.10.2004;Getafe;Betis;0;2;A;0;0;D;lut.25;03.lut;02.sie;02.sty;03.lut;03.lut;lut.25;03.lut;03.sty;02.mar;02.wrz;02.sie;02.lut;03.lut;02.sie;02.mar;03.lut;lut.88;lut.25;03.sty;02.sie;2;sty.71;02.maj;sty.75;02.maj;sty.75;-0.25;02.sie;sty.76;-0.25;2.125;1.775;-0.25
SP1;24.10.2004;Levante;Espanol;0;2;A;0;0;D;2;03.lut;03.mar;2;mar.25;03.kwi;02.sty;mar.25;03.kwi;2;3;03.mar;sty.91;03.lut;03.maj;2;mar.25;03.kwi;lut.15;03.sty;3;2;sty.71;02.maj;sty.75;01.sie;2;-0.25;sty.82;02.lut;-0.25;1.825;2.075;-0.25
SP1;24.10.2004;Santander;Zaragoza;1;0;H;1;0;H;lut.25;03.lut;02.sie;02.mar;03.lut;02.sie;lut.35;03.lut;02.wrz;02.mar;3;02.lip;lut.38;3;lut.75;lut.38;03.sty;02.sie;02.lut;03.sty;lut.87;2;sty.71;02.maj;sty.75;sty.75;2;0;02.sty;sty.74;-0.25;2.125;1.775;-0.25
SP1;24.10.2004;Sevilla;Ath Madrid;2;1;H;1;0;H;01.wrz;mar.25;03.maj;01.wrz;mar.25;mar.75;sty.95;mar.35;mar.75;sty.85;03.sty;03.cze;01.sie;03.lut;4;sty.91;mar.25;mar.75;2;03.sty;03.mar;02.maj;sty.65;lut.15;sty.66;sty.95;sty.77;-0.5;2;sty.84;-0.5;2.025;1.875;-0.5
SP1;24.10.2004;Sociedad;Mallorca;2;1;H;1;0;H;01.sie;mar.25;4;01.wrz;mar.25;mar.75;sty.83;mar.25;04.maj;01.sie;03.sty;03.sie;sty.83;03.lut;mar.75;sty.85;mar.25;4;sty.83;03.lut;mar.75;02.maj;sty.65;02.sty;01.lip;sty.83;sty.89;-0.5;01.sie;02.kwi;-0.5;1.825;2.075;-0.5
SP1;24.10.2004;Villarreal;Numancia;4;0;H;1;0;H;sty.66;03.kwi;04.maj;01.lip;03.kwi;kwi.55;sty.67;03.maj;maj.25;sty.65;03.lut;04.cze;sty.62;mar.25;5;sty.57;03.kwi;6;sty.66;03.mar;04.maj;2;sty.71;02.sty;01.lip;sty.75;2;-0.75;02.gru;sty.72;-1;01.sie;02.sty;-0.75
SP1;30.10.2004;Ath Bilbao;Barcelona;1;1;D;1;1;D;4;mar.25;01.wrz;4;03.lut;sty.85;4;03.mar;01.wrz;03.maj;03.sty;01.wrz;4;03.lut;01.sie;mar.75;mar.25;sty.91;03.cze;03.sty;01.wrz;sty.79;01.wrz;sty.95;sty.85;sty.81;01.wrz;0.5;2;sty.84;0.5;2.025;1.875;0.5
SP1;30.10.2004;Valencia;Ath Madrid;1;1;D;0;0;D;01.sie;03.sty;5;01.lip;03.kwi;kwi.55;sty.75;03.mar;kwi.85;01.lip;03.lut;04.lut;sty.67;03.lut;5;sty.73;03.kwi;04.maj;sty.66;03.mar;04.maj;01.wrz;sty.79;02.maj;sty.75;2;01.sie;-0.75;2;sty.84;-0.75;02.sty;01.sie;-0.75
SP1;31.10.2004;Betis;Malaga;1;1;D;1;1;D;sty.83;mar.25;mar.75;sty.85;mar.25;mar.95;sty.95;mar.25;mar.85;sty.85;03.sty;03.cze;01.sie;03.lut;4;sty.91;03.lut;03.sie;01.wrz;3;mar.75;sty.95;sty.75;lut.15;sty.66;sty.95;sty.76;-0.5;sty.98;sty.86;-0.5;2.025;1.875;-0.5
SP1;31.10.2004;Espanol;Villarreal;0;0;D;0;0;D;2;mar.25;mar.25;2;mar.25;03.kwi;02.sty;mar.25;03.kwi;2;03.sty;03.lut;sty.83;3;4;02.sty;03.lut;mar.25;01.wrz;03.sty;03.cze;02.maj;sty.65;lut.15;sty.66;01.sie;2;-0.25;sty.84;2;-0.25;01.sie;02.sty;-0.25
SP1;31.10.2004;La Coruna;Albacete;0;0;D;0;0;D;sty.44;mar.75;06.maj;01.kwi;4;lip.25;sty.47;mar.75;07.maj;sty.45;03.sie;05.kwi;01.kwi;mar.75;7;sty.44;mar.75;7;sty.44;03.cze;06.maj;sty.85;sty.85;2;01.sie;02.mar;sty.77;-1.25;02.cze;sty.78;-1.25;2.075;1.825;-1.25
SP1;31.10.2004;Mallorca;Santander;1;2;A;0;1;A;2;mar.25;mar.25;2;mar.25;03.kwi;02.sty;03.lut;03.kwi;02.sty;3;03.sty;02.sty;03.lut;3;02.sty;03.lut;mar.25;sty.95;03.sty;03.maj;2;sty.71;02.sty;01.lip;01.sie;2;-0.25;01.sie;02.kwi;-0.25;sty.85;02.maj;-0.25
SP1;31.10.2004;Numancia;Sociedad;0;2;A;0;0;D;lut.37;03.lut;lut.62;lut.35;03.lut;lut.75;02.maj;03.lut;lut.75;02.kwi;02.wrz;02.lip;lut.25;03.lut;lut.75;02.kwi;03.lut;02.lip;02.mar;03.sty;lut.75;sty.95;sty.75;lut.15;sty.66;sty.85;sty.95;0;sty.84;2;0;sty.85;02.maj;0
SP1;31.10.2004;Osasuna;Levante;0;1;A;0;1;A;sty.83;mar.25;mar.75;01.sie;03.mar;04.sty;sty.85;03.mar;kwi.25;01.sie;03.sty;03.sie;01.sie;mar.25;mar.75;sty.75;03.mar;04.maj;01.sie;mar.25;03.sie;sty.85;sty.85;02.maj;sty.75;sty.85;sty.86;-0.5;01.sie;02.kwi;-0.5;01.sie;02.sty;-0.5
SP1;31.10.2004;Real Madrid;Getafe;2;0;H;1;0;H;01.lut;5;12;01.lut;05.maj;11.maj;01.lut;maj.85;13;01.lut;5;10;01.lut;5;11;01.lut;05.maj;12;sty.16;05.maj;12;01.cze;lut.15;sty.61;lut.25;01.wrz;01.wrz;-1.75;sty.94;01.wrz;-1.75;1.975;1.925;-1.75
SP1;31.10.2004;Zaragoza;Sevilla;3;0;H;2;0;H;lut.25;mar.25;lut.75;2;mar.25;03.kwi;lut.35;mar.25;02.wrz;02.mar;02.wrz;02.sie;lut.25;03.lut;lut.75;02.mar;03.lut;lut.88;02.mar;03.sty;lut.75;01.wrz;sty.79;02.sty;01.lip;02.maj;sty.75;-0.25;02.gru;sty.72;-0.25;1.725;2.175;0
SP1;06.11.2004;Albacete;Betis;0;0;D;0;0;D;02.lut;mar.25;02.sie;02.lut;03.lut;3;02.lut;03.mar;03.sty;02.lut;02.wrz;3;02.lut;3;3;lut.25;mar.25;02.wrz;lut.15;03.lut;02.wrz;02.maj;sty.65;02.lut;sty.65;2;01.sie;-0.25;2;sty.84;-0.25;2.025;1.875;-0.25
SP1;06.11.2004;Barcelona;La Coruna;2;1;H;2;1;H;sty.53;03.cze;7;sty.55;03.maj;maj.75;sty.61;mar.45;maj.85;01.cze;03.kwi;04.cze;sty.57;mar.25;05.maj;sty.57;03.cze;05.maj;sty.57;03.mar;05.maj;sty.75;sty.95;sty.95;sty.85;sty.75;02.maj;-0.75;sty.72;02.gru;-0.75;1.725;2.175;-0.75
SP1;07.11.2004;Ath Madrid;Zaragoza;1;1;D;0;1;A;01.sie;mar.25;4;sty.85;mar.25;mar.95;sty.85;03.mar;04.mar;01.sie;03.sty;03.sie;01.sie;03.lut;4;sty.83;03.mar;4;sty.72;03.lut;kwi.33;2;sty.71;lut.15;sty.66;sty.85;sty.87;-0.5;sty.88;sty.96;-0.5;1.925;1.975;-0.5
SP1;07.11.2004;Getafe;Valencia;1;0;H;1;0;H;03.maj;mar.25;01.wrz;mar.75;mar.25;01.wrz;mar.55;mar.35;2;03.cze;3;01.wrz;03.lut;03.lut;2;03.maj;03.lut;2;03.maj;03.lut;01.wrz;sty.85;sty.85;2;01.sie;sty.72;2;0.5;sty.94;01.wrz;0.5;1.925;1.975;0.5
SP1;07.11.2004;Levante;Ath Bilbao;1;0;H;0;0;D;2;mar.25;mar.25;2;mar.25;03.kwi;02.maj;mar.25;03.maj;2;3;03.mar;sty.91;03.lut;03.maj;02.sty;03.sty;03.mar;lut.15;03.sty;3;sty.85;sty.85;02.sty;01.lip;sty.85;sty.95;-0.25;sty.86;sty.98;-0.25;1.925;1.975;-0.25
