Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;Attendance;Referee;HS;AS;HST;AST;HHW;AHW;HC;AC;HF;AF;HO;AO;HY;AY;HR;AR;HBP;ABP;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SBH;SBD;SBA;WHH;WHD;WHA
D1;28.04.2001;Kaiserslautern;Leverkusen;0;1;A;0;1;A;41500;Hermann Albrecht ;6;4;3;0;0;1;5;4;13;14;3;4;5;3;0;0;50;30;02.kwi;03.sty;lut.65;02.mar;02.wrz;02.maj;lut.37;mar.25;02.maj;lut.38;03.lut;02.cze;02.mar;mar.25;lut.62
D1;28.04.2001;Stuttgart;Werder Bremen;2;1;H;1;0;H;25000;Markus Merk ;13;5;4;4;0;0;7;3;22;19;0;5;2;0;0;0;20;0;lut.25;3;lut.95;02.sty;02.wrz;02.wrz;02.sty;03.lut;3;02.lut;03.sty;02.wrz;lut.25;mar.25;02.lip
D1;29.04.2001;Hamburg;Hansa Rostock;2;1;H;0;1;A;50000;Bernd Heynemann ;21;9;9;2;1;0;5;5;22;23;4;2;4;4;0;1;40;65;sty.75;03.lut;04.mar;sty.55;03.mar;04.maj;01.sie;mar.25;mar.75;sty.62;03.sty;5;sty.66;03.sty;04.maj
D1;29.04.2001;Unterhaching;Munich 1860;3;2;H;2;1;H;15300;JÅrgen Aust ;22;15;13;5;1;0;4;4;19;18;0;2;1;3;0;0;10;30;lut.22;03.sty;02.wrz;2;02.wrz;3;lut.25;03.lut;lut.75;02.lut;03.lut;02.sie;02.lut;03.lut;02.sie
D1;04.05.2001;Dortmund;Stuttgart;0;0;D;0;0;D;65000;Alfons Berg ;10;6;4;3;0;0;4;3;10;20;4;4;1;2;0;0;10;20;sty.44;03.lip;06.maj;sty.55;03.mar;04.maj;01.maj;03.kwi;6;01.kwi;mar.75;7;sty.44;03.cze;06.maj
D1;05.05.2001;Munich 1860;FC Koln;3;1;H;1;1;D;26900;Florian Meyer ;21;8;8;2;1;0;8;3;16;19;0;1;2;2;0;0;20;20;2;03.sty;03.kwi;2;02.wrz;3;02.sty;03.kwi;lut.87;02.sty;03.lut;3;02.sty;03.lut;3
D1;05.05.2001;Ein Frankfurt;Bochum;3;0;H;0;0;D;22000;Markus Merk ;19;12;4;6;0;1;5;7;20;21;0;0;2;4;1;1;45;65;01.lip;03.kwi;kwi.25;sty.75;03.sty;03.cze;01.sie;mar.25;mar.75;sty.75;03.kwi;03.sie;sty.72;03.kwi;4
D1;05.05.2001;Hamburg;Kaiserslautern;1;1;D;1;0;H;52000;Helmut Krug ;9;19;2;7;0;0;1;4;22;21;2;3;3;5;1;0;55;50;lut.13;03.maj;mar.15;01.wrz;3;03.sty;2;03.lut;03.lut;2;03.lut;03.lut;2;03.lut;03.lut
D1;05.05.2001;Hansa Rostock;Cottbus;1;0;H;1;0;H;28000;Hartmut Strampe ;11;7;5;1;0;1;8;7;29;18;2;1;2;1;0;0;20;10;sty.77;mar.25;04.sty;01.sie;02.cze;4;sty.73;03.lut;kwi.33;01.wrz;02.wrz;mar.75;sty.85;03.sty;03.sie
D1;05.05.2001;Leverkusen;Bayern Munich;0;1;A;0;0;D;22500;Bernd Heynemann ;10;6;3;2;0;1;6;5;22;17;4;4;1;2;0;0;10;20;02.maj;02.wrz;lut.55;lut.35;3;lut.35;02.kwi;mar.25;02.maj;lut.38;03.sty;02.cze;02.maj;03.sty;02.maj
D1;05.05.2001;Schalke 04;Wolfsburg;2;1;H;2;0;H;58370;Helmut Fleischer ;7;10;4;6;0;2;3;3;13;11;4;1;1;3;0;0;10;30;01.kwi;03.cze;06.maj;sty.45;03.maj;5;sty.57;mar.25;05.maj;sty.44;03.cze;06.maj;sty.44;03.cze;06.maj
D1;06.05.2001;Freiburg;Hertha;1;0;H;0;0;D;25000;JÅrgen Aust ;11;18;5;8;0;0;5;4;11;16;1;2;1;3;0;0;10;30;lut.25;mar.15;lut.85;02.lut;02.wrz;02.lip;2;03.lut;03.lut;02.lut;03.sty;lut.88;lut.25;03.sty;02.sie
D1;06.05.2001;Werder Bremen;Unterhaching;0;0;D;0;0;D;29810;Lutz Michael Fr?hlich ;10;10;3;5;0;0;12;6;24;10;4;3;1;1;0;0;10;10;sty.51;mar.55;05.sie;01.maj;03.kwi;04.lip;01.maj;03.kwi;6;01.maj;03.maj;maj.75;01.maj;03.cze;05.maj
D1;12.05.2001;FC Koln;Werder Bremen;1;3;A;1;1;D;40000;Hermann Albrecht ;14;15;5;7;1;2;2;4;8;16;3;4;0;1;0;0;0;10;02.sty;03.sty;03.sty;02.lut;02.wrz;02.lip;2;03.lut;03.lut;02.sty;03.lut;3;2;03.lut;03.lut
D1;12.05.2001;Bayern Munich;Kaiserslautern;2;1;H;0;1;A;63000;Lutz Wagner ;16;4;9;1;1;0;9;0;8;10;4;0;2;2;0;0;20;20;01.mar;04.lut;07.maj;01.kwi;03.cze;05.maj;01.maj;03.kwi;6;01.mar;kwi.33;07.maj;sty.36;4;7
D1;12.05.2001;Bochum;Freiburg;1;3;A;0;1;A;15000;Peter Sippel ;15;10;5;6;0;0;11;9;17;18;1;1;1;3;1;0;35;30;mar.27;mar.25;sty.96;03.sty;3;01.wrz;mar.75;03.maj;sty.73;03.maj;03.kwi;sty.83;03.kwi;03.maj;sty.83
D1;12.05.2001;Cottbus;Hamburg;4;2;H;2;1;H;19919;JÅrgen Jansen ;18;17;10;11;0;0;3;7;17;13;2;1;3;4;0;0;30;40;01.sie;03.mar;03.lip;01.lip;03.lut;03.cze;sty.91;03.kwi;mar.25;01.sie;03.kwi;03.cze;01.sie;03.kwi;03.cze
D1;12.05.2001;Hansa Rostock;Munich 1860;0;0;D;0;0;D;19000;Markus Merk ;11;4;5;1;0;0;7;4;11;11;2;1;0;2;0;0;0;20;02.maj;03.sty;03.lut;2;02.wrz;3;02.sty;mar.25;lut.87;2;03.sty;03.mar;2;03.lut;03.lut
D1;12.05.2001;Hertha;Leverkusen;1;1;D;1;0;H;50000;Herbert Fandel ;9;12;5;2;0;1;3;7;23;23;2;5;2;5;0;0;20;50;02.mar;03.sty;02.sie;02.lut;02.wrz;02.lip;02.sty;mar.25;lut.87;02.lut;03.sty;lut.88;02.sty;03.lut;3
D1;12.05.2001;Stuttgart;Schalke 04;1;0;H;0;0;D;51165;Bernd Heynemann ;12;7;3;1;0;0;2;3;13;12;0;1;2;1;0;0;20;10;02.lip;03.lut;02.mar;lut.35;3;lut.35;lut.62;03.lut;lut.37;02.lip;mar.25;lut.25;02.sie;03.lut;02.lut
D1;12.05.2001;Unterhaching;Dortmund;1;4;A;0;1;A;15000;Edgar Steinborn ;18;16;10;8;1;0;8;4;16;16;1;1;2;2;0;0;20;20;02.lip;03.sty;lut.25;02.kwi;02.wrz;02.kwi;lut.62;03.kwi;lut.25;lut.63;03.mar;lut.25;02.lip;mar.25;lut.25
D1;12.05.2001;Wolfsburg;Ein Frankfurt;3;0;H;3;0;H;16000;Helmut Krug ;12;8;6;3;0;0;4;9;17;23;5;6;0;2;0;0;0;20;sty.87;mar.35;03.kwi;sty.85;03.sty;03.lut;2;03.kwi;3;01.wrz;03.kwi;03.mar;sty.83;03.maj;03.kwi
D1;19.05.2001;Munich 1860;Cottbus;0;1;A;0;1;A;19500;Herbert Fandel ;15;11;7;5;1;1;1;4;16;17;3;0;2;1;0;0;20;10;sty.96;03.mar;mar.25;sty.85;03.lut;03.sty;02.sty;03.lut;3;lut.25;03.maj;02.maj;02.lut;03.maj;02.cze
D1;19.05.2001;Dortmund;FC Koln;3;3;D;1;2;A;68600;Peter Gagelmann ;18;7;7;5;0;0;9;3;20;14;2;3;1;4;1;0;35;40;sty.35;kwi.25;06.wrz;01.kwi;03.cze;05.maj;sty.33;4;8;sty.36;4;7;sty.33;4;8
D1;19.05.2001;Ein Frankfurt;Stuttgart;2;1;H;2;0;H;35000;Lutz Michael Fr?hlich ;9;15;5;12;1;0;2;4;9;10;4;3;0;0;0;0;0;0;lut.33;03.maj;lut.75;02.mar;3;02.kwi;lut.25;03.lut;lut.75;lut.25;mar.25;02.lip;02.lut;mar.25;lut.75
D1;19.05.2001;Freiburg;Wolfsburg;4;1;H;2;0;H;25000;Alfons Berg ;17;17;8;7;0;0;3;3;6;9;0;2;2;3;0;0;20;30;01.cze;03.kwi;04.wrz;01.lip;02.maj;04.maj;sty.61;mar.25;5;sty.57;03.lut;05.maj;sty.53;03.sty;06.maj
D1;19.05.2001;Hamburg;Bayern Munich;1;1;D;0;0;D;55000;Markus Merk ;13;13;7;5;0;0;5;7;21;12;3;2;4;2;0;0;40;20;04.kwi;02.sie;sty.83;03.cze;02.wrz;01.sie;04.maj;lut.87;01.sie;5;02.sie;01.sie;5;02.lip;01.sie
D1;19.05.2001;Kaiserslautern;Hertha;0;1;A;0;0;D;41500;Bernd Heynemann ;6;10;2;3;0;0;6;3;9;16;2;9;3;3;0;0;30;30;02.lut;mar.15;lut.85;02.lut;02.wrz;02.lip;02.lut;mar.25;lut.75;02.sty;03.kwi;02.sie;02.lut;3;3
D1;19.05.2001;Leverkusen;Bochum;1;0;H;1;0;H;22500;Michael Weiner ;9;7;3;3;1;0;6;4;10;11;1;0;2;1;0;1;20;35;sty.16;maj.85;11.maj;sty.15;05.maj;11;01.gru;6;13;sty.17;05.maj;12;sty.16;05.maj;12
D1;19.05.2001;Schalke 04;Unterhaching;5;3;H;2;2;D;65000;;10;3;3;1;0;0;6;3;4;13;2;1;2;3;0;0;20;30;sty.33;kwi.45;cze.75;sty.35;4;6;sty.36;mar.75;8;sty.33;04.maj;06.maj;sty.33;04.maj;06.maj
D1;19.05.2001;Werder Bremen;Hansa Rostock;3;0;H;2;0;H;35000;Uwe Kemmling ;15;15;9;8;1;2;6;6;19;9;5;2;1;6;1;1;35;85;sty.45;03.lip;05.wrz;01.kwi;03.cze;05.maj;sty.44;03.cze;06.maj;sty.44;mar.75;6;sty.44;03.cze;06.maj
