Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;B365H;B365D;B365A;GBH;GBD;GBA;IWH;IWD;IWA;LBH;LBD;LBA;SOH;SOD;SOA;SBH;SBD;SBA;WHH;WHD;WHA;GB>2.5;GB<2.5;GBAHH;GBAHA;GBAH;B365AHH;B365AHA;B365AH
F1;01.08.2003;Lille;Lyon;1;0;H;1;0;H;2.875;3;lut.25;lut.95;03.sty;lut.27;02.lip;02.wrz;02.kwi;2.875;3;lut.25;;;;3;3;lut.25;3;3;02.lut;02.maj;01.cze;sty.85;sty.95;0.25;;;
F1;02.08.2003;Auxerre;Nice;1;2;A;0;1;A;1.727;03.sty;04.maj;01.lip;03.sty;04.wrz;01.lip;03.sty;04.kwi;1.615;mar.25;5;;;;sty.72;03.sty;kwi.75;sty.66;03.sty;5;lut.15;sty.55;2;01.sie;-0.75;02.maj;sty.85;-0.75
F1;02.08.2003;Guingamp;Marseille;0;1;A;0;0;D;02.maj;2.875;2.625;lut.55;3;lut.65;02.lip;02.wrz;02.kwi;02.maj;03.lut;02.maj;;;;02.cze;3;02.maj;02.cze;03.sty;02.kwi;02.maj;01.cze;01.wrz;01.wrz;0;1.925;1.975;0
F1;02.08.2003;Lens;Le Mans;0;0;D;0;0;D;1.571;mar.25;05.maj;sty.67;mar.35;kwi.85;01.cze;03.mar;04.sie;1.571;mar.25;05.maj;;;;sty.61;mar.25;maj.25;sty.66;03.mar;04.maj;01.wrz;01.lip;sty.85;sty.95;-0.75;01.wrz;2;-0.75
F1;02.08.2003;Metz;Ajaccio;0;1;A;0;1;A;2;3;03.kwi;sty.93;03.sty;03.sie;01.sie;03.sty;03.sie;2;3;03.kwi;;;;sty.95;03.sty;03.cze;01.sie;mar.25;03.sie;02.maj;01.cze;01.wrz;01.wrz;-0.5;2;01.wrz;-0.5
F1;02.08.2003;Monaco;Bordeaux;2;0;H;1;0;H;1.909;3;mar.75;sty.93;03.sty;mar.75;01.wrz;03.sty;03.maj;2;03.lut;03.lut;;;;01.wrz;03.sty;mar.75;sty.83;3;4;02.maj;01.cze;01.wrz;01.wrz;-0.5;1.925;1.975;-0.5
F1;02.08.2003;Montpellier;Rennes;1;1;D;0;1;A;1.909;3;mar.75;sty.95;mar.15;03.lip;2;02.wrz;03.kwi;2;03.lut;03.lut;;;;sty.95;03.sty;03.cze;sty.83;03.lut;mar.75;02.maj;01.cze;sty.95;sty.85;-0.5;02.maj;sty.85;-0.5
F1;02.08.2003;Paris SG;Bastia;0;0;D;0;0;D;1.533;03.kwi;05.maj;01.cze;mar.33;05.maj;sty.45;03.cze;05.sie;01.maj;mar.25;06.maj;;;;sty.53;03.kwi;6;sty.53;mar.25;6;01.wrz;01.lip;01.wrz;01.wrz;-1;01.sie;02.sty;-0.75
F1;02.08.2003;Sochaux;Nantes;2;1;H;1;1;D;1.909;3;mar.75;sty.91;mar.15;mar.75;sty.85;03.sty;03.cze;2;03.lut;03.lut;;;;01.wrz;03.sty;mar.75;2;3;03.kwi;lut.15;sty.55;01.wrz;01.wrz;-0.5;1.975;1.925;-0.5
F1;02.08.2003;Toulouse;Strasbourg;1;1;D;0;0;D;02.sty;3;03.lut;2;03.sty;03.maj;sty.85;03.sty;03.cze;02.sty;3;03.lut;;;;sty.95;3;mar.75;01.wrz;3;mar.75;lut.15;sty.55;sty.75;02.maj;-0.25;01.sie;02.sty;-0.25
F1;08.08.2003;Marseille;Auxerre;1;0;H;0;0;D;01.sie;03.sty;4;01.sie;03.sty;04.mar;01.lip;03.sty;04.kwi;01.sie;03.lut;4;;;;sty.75;03.sty;04.maj;;;;02.maj;01.cze;sty.75;02.maj;-0.5;1.875;2.025;-0.5
F1;09.08.2003;Bastia;Metz;0;2;A;0;1;A;1.667;03.sty;5;01.lip;03.lut;5;01.lip;03.sty;04.kwi;1.727;03.lut;4.333;;;;sty.72;03.sty;kwi.75;sty.66;03.mar;04.maj;02.maj;01.cze;sty.95;sty.85;-0.75;1.975;1.925;-0.75
F1;09.08.2003;Bordeaux;Montpellier;0;1;A;0;0;D;1.571;mar.25;05.maj;01.cze;03.mar;maj.75;sty.45;03.cze;05.sie;1.667;03.lut;5;;;;sty.57;03.kwi;05.maj;sty.53;mar.25;6;sty.95;sty.65;02.gru;01.lip;-1;01.sie;02.sty;-0.75
F1;09.08.2003;Le Mans;Ajaccio;0;1;A;0;1;A;1.909;3;mar.75;sty.95;mar.15;03.cze;01.wrz;3;03.cze;02.sty;03.lut;3;;;;2;3;03.cze;sty.83;3;4;lut.15;sty.55;01.lip;02.gru;-0.25;2.075;1.825;-0.5
F1;09.08.2003;Lille;Paris SG;1;0;H;1;0;H;02.maj;2.875;2.625;02.cze;03.sty;lut.55;02.kwi;02.wrz;02.lip;02.maj;2.875;2.625;;;;02.cze;3;02.maj;02.maj;02.wrz;lut.62;lut.15;sty.55;01.wrz;01.wrz;0;sty.85;02.maj;0
F1;09.08.2003;Lyon;Monaco;3;1;H;3;0;H;1.909;3;mar.75;sty.97;3;mar.65;01.wrz;3;03.cze;02.sty;3;03.lut;;;;2;3;03.cze;sty.83;3;4;sty.85;sty.75;sty.95;sty.85;-0.5;2;01.wrz;-0.5
F1;09.08.2003;Nantes;Lens;2;0;H;0;0;D;1.909;3;mar.75;2;3;mar.65;2;02.wrz;03.kwi;2;3;03.kwi;;;;2;3;03.cze;01.wrz;3;mar.75;lut.15;sty.55;01.sie;2;-0.25;sty.75;lut.15;-0.25
F1;09.08.2003;Nice;Sochaux;1;0;H;0;0;D;2;3;03.kwi;2;03.sty;03.cze;01.wrz;3;03.cze;02.sty;3;03.lut;;;;2;3;03.cze;01.wrz;3;mar.75;02.lut;01.maj;01.sie;2;-0.25;02.sty;01.sie;-0.5
F1;09.08.2003;Rennes;Toulouse;1;0;H;1;0;H;1.909;3;mar.75;sty.91;03.lut;mar.75;01.sie;3;4;01.sie;03.lut;4;;;;01.wrz;03.sty;mar.75;01.wrz;3;mar.75;01.wrz;01.lip;01.wrz;01.wrz;-0.5;;;
F1;09.08.2003;Strasbourg;Guingamp;2;0;H;1;0;H;02.sty;3;03.lut;02.sty;3;03.kwi;2;02.wrz;03.kwi;02.sty;03.lut;3;;;;02.sty;3;03.mar;2;03.lut;03.lut;sty.95;sty.65;01.sie;2;-0.25;;;
F1;16.08.2003;Ajaccio;Nantes;1;3;A;0;2;A;02.mar;3;2.875;lut.25;03.maj;3;02.kwi;02.wrz;02.lip;lut.25;3;2.875;;;;lut.25;3;3;02.mar;02.sie;3;lut.35;sty.45;2;01.sie;-0.25;02.sty;01.sie;-0.25
F1;16.08.2003;Auxerre;Strasbourg;3;2;H;2;1;H;1.727;3;5;01.lip;03.lut;04.sie;sty.65;03.lut;04.cze;1.667;mar.25;04.maj;;;;sty.66;03.lut;5;sty.66;03.sty;5;lut.15;sty.55;lut.15;01.lip;-1;02.sty;01.sie;-0.75
F1;16.08.2003;Guingamp;Bordeaux;1;3;A;1;2;A;2.375;3;lut.75;02.mar;3;lut.95;02.mar;02.wrz;02.sie;lut.25;3;2.875;;;;lut.37;3;lut.75;lut.37;3;02.lip;02.maj;01.cze;01.sie;2;0;1.825;2.075;0
F1;16.08.2003;Le Mans;Nice;1;1;D;1;1;D;02.maj;3;2.625;02.maj;lut.95;lut.75;02.cze;02.lip;02.lip;02.maj;3;02.cze;;;;02.kwi;lut.87;lut.87;02.kwi;02.wrz;lut.75;lut.35;sty.45;01.wrz;01.wrz;0;1.875;2.025;0
F1;16.08.2003;Metz;Paris SG;0;1;A;0;0;D;02.maj;3;2.625;02.lip;3;02.maj;02.sie;02.wrz;02.mar;02.cze;3;02.maj;;;;02.cze;3;02.maj;02.cze;02.sie;02.cze;lut.15;sty.55;sty.95;sty.85;0;2;01.wrz;0
F1;16.08.2003;Monaco;Bastia;2;0;H;2;0;H;01.maj;03.kwi;06.maj;sty.55;03.maj;maj.75;sty.45;03.cze;05.sie;01.maj;03.kwi;6;;;;sty.53;03.kwi;6;01.maj;03.mar;06.maj;01.wrz;01.lip;2;01.sie;-1;02.maj;sty.85;-1
F1;16.08.2003;Montpellier;Lyon;0;2;A;0;2;A;lut.75;3;2.375;lut.85;3;02.kwi;02.sie;02.sie;02.kwi;lut.75;3;2.375;;;;lut.87;3;02.mar;02.sie;02.wrz;lut.37;sty.95;sty.65;2;01.sie;0;sty.85;02.maj;0.25
F1;16.08.2003;Sochaux;Rennes;1;1;D;0;0;D;1.727;3;5;sty.75;03.lut;04.cze;sty.75;03.sty;04.lut;01.sie;03.lut;4;;;;sty.75;03.lut;kwi.33;sty.72;03.sty;04.maj;02.maj;01.cze;02.maj;sty.75;-0.75;2;01.wrz;-0.75
F1;16.08.2003;Toulouse;Lille;0;3;A;0;1;A;02.mar;3;2.875;lut.25;3;03.maj;02.mar;02.sie;02.wrz;lut.25;3;2.875;;;;02.mar;3;lut.87;02.lut;3;3;lut.25;01.maj;2;01.sie;-0.25;01.sie;02.sty;0
F1;17.08.2003;Lens;Marseille;2;1;H;1;1;D;02.maj;3;2.625;lut.65;3;02.cze;02.kwi;02.wrz;02.lip;02.maj;3;02.cze;;;;02.maj;3;02.cze;02.maj;02.wrz;lut.62;lut.25;01.maj;01.wrz;01.wrz;0;1.875;2.025;0
F1;23.08.2003;Bastia;Montpellier;1;0;H;0;0;D;1.909;3;mar.75;01.wrz;03.sty;mar.75;sty.85;3;03.sie;2;03.lut;03.lut;;;;2;3;03.maj;2;3;03.kwi;sty.95;sty.66;01.wrz;sty.88;-0.5;2.025;1.875;-0.5
F1;23.08.2003;Bordeaux;Auxerre;2;0;H;2;0;H;1.909;3;mar.75;sty.95;03.sty;03.cze;01.wrz;3;03.cze;2;3;03.kwi;;;;01.wrz;03.sty;mar.75;sty.83;3;4;02.sty;sty.56;sty.95;01.sie;-0.5;02.maj;sty.85;-0.5
F1;23.08.2003;Lille;Metz;1;1;D;0;1;A;1.667;03.sty;5;sty.65;mar.25;5;01.lip;03.sty;04.kwi;1.727;03.lut;4.333;;;;01.lip;03.lut;kwi.75;sty.61;03.sty;05.maj;2;sty.61;01.sie;sty.98;-0.75;01.wrz;2;-0.75
F1;23.08.2003;Lyon;Toulouse;0;0;D;0;0;D;1.286;04.maj;8;01.mar;04.kwi;08.maj;01.mar;04.lut;8;1.333;4;8;;;;sty.33;04.lut;8;sty.36;mar.75;8;sty.66;sty.95;01.wrz;sty.88;-1.5;sty.95;sty.95;-1.5
F1;23.08.2003;Marseille;Sochaux;2;0;H;1;0;H;1.667;03.sty;5;sty.65;mar.25;5;01.lip;03.sty;04.kwi;1.615;mar.25;5;;;;sty.66;03.lut;5;sty.57;03.mar;05.maj;sty.95;sty.66;01.sie;sty.98;-0.75;1.925;1.975;-0.75
F1;23.08.2003;Nantes;Le Mans;1;0;H;0;0;D;1.615;mar.25;5;sty.65;mar.25;5;sty.65;03.lut;04.cze;1.615;mar.25;5;;;;sty.61;mar.25;maj.25;sty.61;03.sty;05.maj;2;sty.61;01.sie;sty.98;-0.75;01.wrz;2;-0.75
F1;23.08.2003;Nice;Ajaccio;2;2;D;1;1;D;1.667;03.sty;5;01.lip;03.lut;kwi.75;01.lip;03.sty;04.kwi;1.727;03.lut;4.333;;;;sty.66;03.lut;5;sty.66;03.sty;5;2;sty.61;sty.95;sty.82;-0.75;02.maj;sty.85;-0.75
F1;23.08.2003;Rennes;Guingamp;0;0;D;0;0;D;01.sie;03.sty;4;sty.85;03.sty;4;sty.85;3;03.sie;1.909;03.lut;03.maj;;;;01.wrz;03.sty;mar.75;01.wrz;03.sty;03.cze;2;sty.61;sty.85;sty.92;-0.5;sty.95;sty.95;-0.5
F1;23.08.2003;Strasbourg;Lens;0;1;A;0;1;A;lut.25;2.875;3;lut.25;02.wrz;03.sty;01.wrz;3;03.cze;02.sty;3;03.lut;;;;02.mar;lut.87;3;lut.25;lut.87;3;02.sty;sty.56;sty.98;01.sie;-0.25;02.sty;01.sie;-0.25
F1;24.08.2003;Paris SG;Monaco;2;4;A;1;2;A;02.sty;3;03.lut;02.lut;3;03.sty;02.mar;02.wrz;02.sie;02.sty;3;03.lut;;;;02.lut;lut.87;03.lut;02.sty;lut.87;03.mar;sty.95;sty.66;sty.92;sty.85;-0.25;2.025;1.875;-0.25
F1;30.08.2003;Auxerre;Rennes;2;1;H;1;0;H;1.667;03.lut;5;01.lip;03.sty;5;sty.75;03.lut;4;1.667;mar.25;04.maj;;;;sty.72;03.lut;04.maj;sty.72;03.sty;04.maj;2;sty.61;02.sty;01.lip;-1;1.925;1.975;-0.75
F1;30.08.2003;Guingamp;Lyon;2;0;H;2;0;H;mar.25;3;02.sty;mar.25;03.maj;02.sty;03.lut;02.wrz;02.sty;03.lut;3;02.sty;;;;03.lut;lut.87;02.lut;03.mar;03.sty;2;01.wrz;01.lip;02.sty;01.lip;0.25;1.975;1.925;0.25
F1;30.08.2003;Le Mans;Strasbourg;0;3;A;0;1;A;02.sty;3;mar.25;lut.15;3;03.lut;02.lut;02.lip;03.lut;lut.25;3;2.875;;;;02.lut;lut.87;03.lut;02.sty;lut.87;03.mar;02.lut;sty.51;01.wrz;01.wrz;-0.25;2;01.wrz;-0.25
F1;30.08.2003;Montpellier;Paris SG;3;2;H;0;1;A;02.maj;3;2.625;lut.65;3;02.maj;02.wrz;02.sie;02.mar;2.625;2.875;02.maj;;;;02.cze;lut.87;02.cze;lut.62;02.wrz;02.maj;02.sty;sty.56;2;01.sie;0;02.maj;sty.85;0
F1;30.08.2003;Nantes;Bordeaux;0;0;D;0;0;D;02.sty;3;mar.25;02.sty;03.maj;mar.25;01.wrz;03.sty;03.maj;2;3;03.kwi;;;;02.lut;lut.87;03.lut;02.sty;lut.87;03.mar;02.sty;sty.56;01.sie;2;-0.25;1.825;2.075;-0.25
F1;30.08.2003;Sochaux;Lille;2;1;H;2;1;H;02.sty;3;mar.25;02.maj;03.sty;mar.35;2;02.sie;03.cze;02.sty;3;03.lut;;;;02.sty;3;mar.25;02.sty;lut.87;03.mar;02.lut;sty.51;sty.85;sty.95;-0.25;1.825;2.075;-0.25
F1;30.08.2003;Toulouse;Bastia;0;2;A;0;2;A;2;3;03.maj;02.sty;3;03.mar;02.sty;02.lip;03.maj;1.727;03.lut;4.333;;;;2;3;03.maj;2;3;03.kwi;02.lut;sty.51;sty.85;sty.95;-0.25;01.sie;02.sty;-0.25
F1;31.08.2003;Ajaccio;Marseille;0;1;A;0;0;D;2.875;3;02.mar;lut.95;3;02.mar;02.wrz;02.sie;02.mar;lut.75;3;2.375;;;;lut.87;lut.87;lut.37;02.sie;3;02.mar;02.lut;sty.51;01.sie;2;0.25;sty.85;02.maj;0.25
F1;31.08.2003;Lens;Nice;1;0;H;0;0;D;1.909;3;03.sie;2;3;03.cze;2;02.sie;03.cze;1.909;3;mar.75;;;;2;3;03.maj;01.wrz;3;mar.75;02.sty;sty.56;sty.95;sty.85;-0.5;2;01.wrz;-0.5
F1;31.08.2003;Monaco;Metz;1;0;H;1;0;H;1.364;mar.75;9;sty.45;mar.65;cze.75;01.maj;03.kwi;05.cze;01.kwi;mar.75;7;;;;sty.44;03.cze;7;01.kwi;03.maj;8;sty.95;sty.66;01.wrz;01.wrz;-1.25;2;01.wrz;-1.25
F1;13.09.2003;Bastia;Guingamp;4;2;H;2;0;H;sty.83;3;kwi.33;sty.85;03.sty;kwi.15;sty.85;03.sty;03.cze;1.909;03.lut;03.maj;;;;sty.85;03.sty;4;01.wrz;03.sty;03.cze;02.sty;sty.56;sty.85;sty.95;-0.5;sty.95;sty.95;-0.5
F1;13.09.2003;Bordeaux;Sochaux;1;3;A;1;1;D;sty.72;03.lut;04.maj;01.sie;mar.15;kwi.35;01.lip;03.lut;04.lut;1.727;03.lut;4.333;;;;sty.72;03.lut;04.maj;sty.66;03.mar;04.maj;02.sty;sty.56;01.sie;2;-0.5;2.075;1.825;-0.75
F1;13.09.2003;Lille;Monaco;1;1;D;0;1;A;02.cze;lut.87;02.cze;02.maj;3;02.lip;02.sie;02.sie;02.kwi;02.maj;03.lut;02.maj;;;;02.maj;3;lut.62;lut.62;02.wrz;02.maj;02.sty;sty.56;01.wrz;01.wrz;0;1.925;1.975;-0.75
F1;13.09.2003;Lyon;Auxerre;1;1;D;1;1;D;sty.66;03.lut;5;01.lip;mar.15;05.sty;01.cze;03.mar;04.sie;1.667;mar.25;04.maj;;;;sty.66;03.lut;5;sty.66;03.sty;5;01.wrz;01.lip;sty.95;sty.85;-0.75;sty.95;sty.95;-0.75
F1;13.09.2003;Marseille;Le Mans;5;0;H;2;0;H;sty.36;mar.75;08.maj;01.kwi;03.sie;8;01.kwi;03.lip;06.maj;01.kwi;03.cze;07.maj;;;;01.kwi;mar.75;07.maj;sty.33;4;8;2;sty.61;01.sie;2;-1.25;02.maj;sty.85;-1.5
F1;13.09.2003;Metz;Montpellier;2;1;H;1;0;H;02.lut;3;03.sty;02.sty;3;03.kwi;02.sty;02.wrz;03.lut;02.sty;3;03.lut;;;;02.sty;3;mar.25;02.sty;lut.87;03.mar;02.lut;sty.55;01.wrz;01.wrz;-0.25;sty.95;sty.95;-0.25
F1;13.09.2003;Nice;Nantes;1;0;H;1;0;H;02.sty;3;mar.25;02.sty;3;03.kwi;02.lut;02.wrz;3;lut.25;3;2.875;;;;02.sty;3;mar.25;02.lut;3;3;02.sty;sty.56;01.wrz;01.wrz;-0.25;sty.85;02.maj;-0.25
F1;13.09.2003;Rennes;Lens;2;0;H;1;0;H;lut.37;3;lut.75;02.mar;02.wrz;3;02.mar;02.sie;02.wrz;2.375;3;lut.75;;;;02.mar;lut.87;3;lut.37;3;02.lip;02.lut;sty.55;01.sie;2;0;1.825;2.075;-0.25
F1;13.09.2003;Strasbourg;Ajaccio;3;2;H;3;2;H;01.sie;3;kwi.33;01.wrz;03.lut;03.sie;01.wrz;02.wrz;03.sie;01.sie;03.lut;4;;;;01.wrz;03.sty;mar.75;sty.83;3;4;02.lut;sty.55;01.wrz;01.wrz;-0.5;sty.95;sty.95;-0.5
F1;14.09.2003;Paris SG;Toulouse;2;1;H;1;0;H;sty.44;03.kwi;07.maj;01.maj;03.maj;06.lip;sty.55;03.kwi;5;1.444;03.kwi;07.maj;;;;sty.53;03.kwi;6;sty.57;03.mar;05.maj;2;sty.61;01.wrz;01.wrz;-1;1.825;2.075;-1
F1;20.09.2003;Ajaccio;Rennes;1;0;H;1;0;H;02.sty;3;mar.25;02.gru;3;mar.35;02.sty;02.wrz;03.lut;02.lut;3;3;;;;02.sty;3;mar.25;02.sty;3;03.lut;02.mar;sty.46;01.sie;2;-0.75;02.sty;01.sie;-0.5
F1;20.09.2003;Auxerre;Bastia;4;1;H;3;1;H;sty.72;03.lut;04.maj;sty.72;mar.25;kwi.65;sty.65;03.lut;04.cze;1.667;mar.25;04.maj;;;;sty.72;03.lut;04.maj;sty.66;03.mar;04.maj;02.lut;sty.51;01.wrz;01.wrz;0;1.925;1.975;-0.75
F1;20.09.2003;Guingamp;Paris SG;0;2;A;0;0;D;02.maj;3;lut.62;02.cze;lut.92;lut.65;02.kwi;02.wrz;02.lip;02.maj;2.875;2.625;;;;02.maj;3;02.cze;02.maj;03.sty;02.maj;2;sty.61;sty.88;sty.92;0.5;01.wrz;2;0
F1;20.09.2003;Lens;Bordeaux;1;0;H;1;0;H;02.sty;3;mar.25;02.maj;03.maj;mar.52;02.lut;02.lip;03.lut;1.909;03.lut;03.maj;;;;2;3;03.maj;01.wrz;03.sty;03.cze;2;sty.61;01.sie;2;-0.25;01.wrz;2;-0.25
F1;20.09.2003;Nice;Lille;2;0;H;2;0;H;01.wrz;3;03.sie;sty.98;3;03.sie;sty.85;3;03.sie;2;3;03.kwi;;;;01.wrz;03.sty;mar.75;01.wrz;03.sty;03.cze;02.lut;sty.51;sty.85;sty.95;0.25;sty.95;sty.95;-0.5
F1;20.09.2003;Sochaux;Strasbourg;3;0;H;2;0;H;01.sie;3;kwi.33;01.sie;03.lut;kwi.25;sty.75;03.lut;4;01.sie;03.lut;4;;;;01.sie;3;kwi.33;01.sie;03.sty;4;2;sty.61;01.wrz;01.wrz;-0.25;1.875;2.025;-0.5
F1;20.09.2003;Toulouse;Metz;1;0;H;0;0;D;02.lut;lut.87;03.lut;02.sty;03.sty;03.mar;2;02.wrz;03.kwi;2;3;03.kwi;;;;02.sty;3;mar.25;02.sty;3;03.lut;02.lut;sty.51;sty.85;sty.95;0;01.sie;02.sty;-0.25
F1;21.09.2003;Le Mans;Lyon;0;2;A;0;1;A;mar.25;3;02.sty;mar.75;mar.15;sty.92;03.maj;03.sty;01.wrz;03.kwi;3;2;;;;03.maj;3;2;03.kwi;3;2;sty.95;sty.66;sty.98;sty.81;-0.5;1.875;2.025;0.5
F1;21.09.2003;Montpellier;Monaco;1;2;A;1;1;D;lut.75;3;lut.37;lut.92;3;lut.35;3;02.wrz;02.lut;3;03.lut;02.sty;;;;lut.75;3;lut.37;02.sie;3;02.mar;sty.95;sty.66;01.sie;2;-0.5;sty.95;sty.95;0.25
F1;21.09.2003;Nantes;Marseille;1;0;H;1;0;H;lut.37;3;lut.75;02.maj;lut.93;lut.75;02.mar;02.wrz;02.sie;2.375;3;lut.75;;;;02.maj;lut.87;02.lip;lut.37;3;02.lip;2;sty.61;sty.85;sty.95;-0.25;01.wrz;2;0
F1;27.09.2003;Bastia;Sochaux;2;0;H;2;0;H;02.lut;lut.87;03.lut;02.lut;3;03.sty;2;3;03.mar;02.sty;03.lut;3;;;;02.lut;3;03.sty;02.lut;3;3;02.sty;sty.56;01.wrz;01.wrz;-0.25;sty.95;sty.95;-0.25
F1;27.09.2003;Lille;Montpellier;1;1;D;1;0;H;sty.72;03.lut;04.maj;01.lip;mar.15;kwi.85;01.lip;03.lut;04.lut;1.727;03.lut;4.333;;;;01.lip;03.sty;5;sty.66;03.sty;5;2;sty.61;sty.95;sty.85;-0.75;2.075;1.825;-0.75
F1;27.09.2003;Lyon;Lens;4;0;H;3;0;H;sty.72;03.lut;04.maj;01.lip;mar.15;kwi.85;sty.65;03.lut;04.cze;1.667;mar.25;04.maj;;;;sty.66;03.lut;5;sty.66;03.sty;5;sty.95;sty.66;sty.85;sty.95;-0.75;1.875;2.025;-0.75
F1;27.09.2003;Marseille;Nice;2;1;H;0;1;A;sty.66;03.lut;5;sty.65;mar.15;05.mar;01.cze;03.mar;04.sie;1.667;mar.25;04.maj;;;;sty.61;03.lut;05.maj;sty.66;03.sty;5;02.lut;sty.51;sty.85;sty.95;-0.75;01.wrz;2;-0.75
F1;27.09.2003;Metz;Guingamp;1;1;D;0;1;A;01.wrz;3;03.sie;sty.88;03.maj;4;sty.85;03.sty;03.cze;2;3;03.kwi;;;;01.wrz;03.sty;mar.75;sty.83;3;4;sty.95;sty.66;01.wrz;01.wrz;-0.5;2;01.wrz;-0.5
F1;27.09.2003;Monaco;Toulouse;3;0;H;2;0;H;sty.33;4;08.maj;sty.35;4;08.maj;sty.35;4;7;sty.25;04.maj;10;;;;sty.36;4;07.maj;sty.36;mar.75;8;01.lip;01.wrz;02.mar;sty.77;-1.5;2.075;1.825;-1.5
F1;27.09.2003;Paris SG;Auxerre;1;0;H;1;0;H;01.wrz;3;03.sie;sty.95;03.maj;03.lip;01.wrz;03.sty;03.maj;01.sie;03.lut;4;;;;01.wrz;03.sty;mar.75;sty.83;3;4;sty.95;sty.66;sty.93;sty.87;-0.5;1.925;1.975;-0.5
F1;27.09.2003;Rennes;Le Mans;2;0;H;1;0;H;sty.66;03.lut;5;sty.65;mar.15;05.mar;sty.65;03.lut;04.cze;1.667;mar.25;04.maj;;;;sty.61;mar.25;05.lut;sty.72;03.sty;04.maj;02.sty;sty.56;sty.85;sty.95;-0.75;sty.85;02.maj;-0.75
F1;28.09.2003;Bordeaux;Ajaccio;1;0;H;0;0;D;sty.66;03.lut;5;01.lip;mar.15;kwi.85;01.cze;03.mar;04.sie;1.667;mar.25;04.maj;;;;sty.66;03.lut;5;sty.66;03.sty;5;2;sty.61;01.wrz;01.wrz;-0.75;sty.85;02.maj;-0.75
F1;28.09.2003;Strasbourg;Nantes;1;0;H;0;0;D;02.mar;lut.87;3;02.mar;3;02.wrz;02.mar;02.wrz;02.sie;02.sty;03.lut;3;;;;02.mar;lut.87;3;lut.37;3;02.lip;2;sty.61;02.mar;sty.77;-0.25;02.sty;01.sie;-0.25
F1;04.10.2003;Ajaccio;Lyon;2;4;A;1;1;D;lut.87;03.lut;02.lut;03.sty;03.sty;02.lut;03.sty;3;02.sty;;;;;;;3;03.sty;02.lut;03.kwi;3;2;sty.95;sty.66;sty.95;sty.85;0.25;02.maj;sty.85;0.25
F1;04.10.2003;Auxerre;Lille;3;0;H;2;0;H;sty.72;03.lut;04.maj;sty.75;03.lut;kwi.65;sty.65;03.lut;04.cze;;;;;;;sty.75;03.sty;04.maj;sty.66;03.mar;04.maj;01.wrz;01.lip;01.lip;02.maj;-0.5;1.825;2.075;-0.5
F1;04.10.2003;Guingamp;Monaco;1;2;A;0;2;A;mar.25;3;02.sty;mar.35;03.sty;02.sty;03.lut;02.wrz;02.sty;;;;;;;mar.25;3;02.sty;03.mar;03.sty;2;01.wrz;01.lip;2;01.sie;0.25;01.sie;02.sty;0.5
F1;04.10.2003;Le Mans;Bordeaux;0;0;D;0;0;D;3;3;lut.25;3;3;02.mar;3;03.sty;02.sty;;;;;;;3;3;lut.25;02.sie;03.sty;lut.25;02.lut;sty.51;01.wrz;01.wrz;0.25;2;01.wrz;0.25
F1;04.10.2003;Lens;Metz;0;2;A;0;0;D;sty.66;03.lut;5;sty.67;mar.25;05.lut;01.cze;03.mar;04.sie;;;;;;;sty.61;03.lut;05.maj;sty.57;03.mar;05.maj;02.sty;sty.56;sty.85;sty.95;-0.75;sty.85;02.maj;-0.75
F1;04.10.2003;Nantes;Rennes;1;0;H;1;0;H;sty.66;03.lut;5;01.lip;mar.25;kwi.95;sty.65;03.lut;04.cze;;;;;;;01.lip;03.lut;kwi.75;sty.61;03.mar;5;02.lut;sty.51;01.wrz;01.wrz;-0.75;1.925;1.975;-0.75
F1;04.10.2003;Nice;Strasbourg;0;0;D;0;0;D;01.sie;3;kwi.33;sty.85;3;04.maj;sty.75;03.sty;04.lut;;;;;;;01.sie;03.lut;4;sty.72;03.lut;kwi.33;2;sty.61;01.sie;2;-0.5;01.wrz;2;-0.5
F1;04.10.2003;Sochaux;Paris SG;0;1;A;0;1;A;lut.25;3;3;02.mar;3;3;02.kwi;02.wrz;02.lip;;;;;;;lut.25;03.sty;lut.87;02.lut;03.sty;lut.87;01.wrz;01.lip;2;01.sie;-0.25;2;01.wrz;-0.25
F1;04.10.2003;Toulouse;Montpellier;2;2;D;1;1;D;02.sty;3;mar.25;lut.15;3;mar.35;02.lut;02.wrz;3;;;;;;;02.sty;3;03.mar;01.wrz;03.lut;03.maj;02.sty;sty.56;02.sty;sty.67;-0.5;02.sty;01.sie;-0.5
F1;05.10.2003;Marseille;Bastia;3;1;H;2;0;H;sty.44;mar.75;06.maj;01.maj;03.maj;7;01.kwi;03.lip;06.maj;;;;;;;sty.44;03.cze;7;sty.36;4;7;01.sie;01.sie;01.wrz;01.wrz;-1;1.975;1.925;-1
F1;17.10.2003;Strasbourg;Marseille;4;1;H;3;1;H;02.maj;3;lut.62;02.maj;lut.95;02.cze;02.cze;02.sie;02.cze;02.maj;03.lut;02.maj;;;;02.cze;3;02.maj;02.lip;3;lut.37;02.sty;sty.56;01.wrz;01.wrz;0;2.025;1.875;0
